    energy(eV)      sigma_t(b)
    4.462500e+06    1.709221e+00
    4.463281e+06    1.648620e+00
    4.465234e+06    1.479392e+00
    4.466211e+06    1.407765e+00
    4.466797e+06    1.374278e+00
    4.467383e+06    1.348426e+00
    4.467968e+06    1.330632e+00
    4.468555e+06    1.317101e+00
    4.469531e+06    1.306992e+00
    4.470313e+06    1.305736e+00
    4.472656e+06    1.318922e+00
    4.476562e+06    1.352647e+00
    4.481250e+06    1.379076e+00
    4.484375e+06    1.388467e+00
    4.490625e+06    1.394521e+00
    4.499062e+06    1.386084e+00
    4.515000e+06    1.359115e+00
    4.517812e+06    1.365191e+00
    4.518750e+06    1.370124e+00
    4.519687e+06    1.380051e+00
    4.520625e+06    1.396459e+00
    4.521328e+06    1.415650e+00
    4.522031e+06    1.442807e+00
    4.522500e+06    1.467971e+00
    4.522969e+06    1.500999e+00
    4.523438e+06    1.544020e+00
    4.523789e+06    1.585047e+00
    4.524141e+06    1.636226e+00
    4.524492e+06    1.699602e+00
    4.524726e+06    1.750124e+00
    4.524961e+06    1.808351e+00
    4.525195e+06    1.875270e+00
    4.525430e+06    1.951846e+00
    4.525664e+06    2.038744e+00
    4.525899e+06    2.136404e+00
    4.526133e+06    2.244451e+00
    4.526602e+06    2.482910e+00
    4.526953e+06    2.665541e+00
    4.527188e+06    2.782822e+00
    4.527422e+06    2.882543e+00
    4.527598e+06    2.941450e+00
    4.527773e+06    2.983776e+00
    4.527950e+06    3.008528e+00
    4.528125e+06    3.015097e+00
    4.528300e+06    3.003965e+00
    4.528477e+06    2.976726e+00
    4.528711e+06    2.921292e+00
    4.528945e+06    2.848893e+00
    4.529532e+06    2.633853e+00
    4.530000e+06    2.459510e+00
    4.530312e+06    2.353433e+00
    4.530625e+06    2.257840e+00
    4.530938e+06    2.172739e+00
    4.531250e+06    2.097652e+00
    4.531562e+06    2.031575e+00
    4.532032e+06    1.947088e+00
    4.532500e+06    1.877244e+00
    4.532969e+06    1.819196e+00
    4.533750e+06    1.742752e+00
    4.534375e+06    1.694595e+00
    4.535000e+06    1.655250e+00
    4.535938e+06    1.608599e+00
    4.536875e+06    1.573374e+00
    4.537500e+06    1.552211e+00
    4.538750e+06    1.519570e+00
    4.540000e+06    1.494111e+00
    4.541875e+06    1.465083e+00
    4.545000e+06    1.430373e+00
    4.548750e+06    1.402085e+00
    4.553125e+06    1.378842e+00
    4.556250e+06    1.363725e+00
    4.562500e+06    1.341250e+00
    4.575000e+06    1.309900e+00
    4.581836e+06    1.303575e+00
    4.585156e+06    1.307010e+00
    4.588281e+06    1.317028e+00
    4.590625e+06    1.333610e+00
    4.594141e+06    1.364252e+00
    4.595313e+06    1.368087e+00
    4.596680e+06    1.363585e+00
    4.598047e+06    1.351194e+00
    4.602344e+06    1.298320e+00
    4.604687e+06    1.277121e+00
    4.607031e+06    1.262388e+00
    4.610938e+06    1.248146e+00
    4.613281e+06    1.244543e+00
    4.614844e+06    1.248283e+00
    4.615234e+06    1.253271e+00
    4.615625e+06    1.265013e+00
    4.615820e+06    1.277861e+00
    4.615918e+06    1.288928e+00
    4.616016e+06    1.306094e+00
    4.616089e+06    1.325856e+00
    4.616137e+06    1.344884e+00
    4.616187e+06    1.371658e+00
    4.616223e+06    1.399387e+00
    4.616260e+06    1.436786e+00
    4.616284e+06    1.468995e+00
    4.616309e+06    1.508688e+00
    4.616333e+06    1.556398e+00
    4.616357e+06    1.614477e+00
    4.616376e+06    1.668077e+00
    4.616394e+06    1.727845e+00
    4.616412e+06    1.795529e+00
    4.616431e+06    1.873487e+00
    4.616455e+06    1.985389e+00
    4.616479e+06    2.112128e+00
    4.616522e+06    2.351669e+00
    4.616562e+06    2.577160e+00
    4.616583e+06    2.684493e+00
    4.616602e+06    2.769489e+00
    4.616620e+06    2.836039e+00
    4.616638e+06    2.886300e+00
    4.616656e+06    2.918207e+00
    4.616675e+06    2.930506e+00
    4.616693e+06    2.921389e+00
    4.616705e+06    2.904244e+00
    4.616724e+06    2.859909e+00
    4.616742e+06    2.800172e+00
    4.616763e+06    2.711975e+00
    4.616788e+06    2.587178e+00
    4.616833e+06    2.334331e+00
    4.616870e+06    2.126434e+00
    4.616894e+06    1.999152e+00
    4.616919e+06    1.884263e+00
    4.616943e+06    1.785380e+00
    4.616962e+06    1.717798e+00
    4.616980e+06    1.659932e+00
    4.617005e+06    1.593692e+00
    4.617029e+06    1.539173e+00
    4.617053e+06    1.495499e+00
    4.617078e+06    1.459187e+00
    4.617102e+06    1.429417e+00
    4.617139e+06    1.395120e+00
    4.617176e+06    1.369531e+00
    4.617212e+06    1.350301e+00
    4.617260e+06    1.330993e+00
    4.617334e+06    1.310687e+00
    4.617432e+06    1.293370e+00
    4.617578e+06    1.278026e+00
    4.617773e+06    1.266952e+00
    4.617969e+06    1.260853e+00
    4.618555e+06    1.253731e+00
    4.618750e+06    1.253095e+00
    4.620312e+06    1.256928e+00
    4.621875e+06    1.270534e+00
    4.623437e+06    1.295801e+00
    4.624219e+06    1.315187e+00
    4.625000e+06    1.341527e+00
    4.625781e+06    1.377422e+00
    4.626563e+06    1.426426e+00
    4.627148e+06    1.475030e+00
    4.627539e+06    1.514665e+00
    4.627930e+06    1.560881e+00
    4.628320e+06    1.614262e+00
    4.628711e+06    1.674937e+00
    4.629199e+06    1.760505e+00
    4.630078e+06    1.919806e+00
    4.630469e+06    1.980109e+00
    4.630762e+06    2.013968e+00
    4.631055e+06    2.034895e+00
    4.631348e+06    2.042888e+00
    4.631641e+06    2.033543e+00
    4.631934e+06    2.009626e+00
    4.632226e+06    1.974856e+00
    4.632617e+06    1.915707e+00
    4.633594e+06    1.746613e+00
    4.634180e+06    1.653897e+00
    4.634570e+06    1.598828e+00
    4.634961e+06    1.550595e+00
    4.635352e+06    1.508918e+00
    4.635937e+06    1.455407e+00
    4.636719e+06    1.399772e+00
    4.637500e+06    1.357301e+00
    4.638281e+06    1.324442e+00
    4.639062e+06    1.298701e+00
    4.640625e+06    1.261172e+00
    4.642188e+06    1.235355e+00
    4.643750e+06    1.216671e+00
    4.646875e+06    1.191042e+00
    4.651172e+06    1.168646e+00
    4.657031e+06    1.147409e+00
    4.668750e+06    1.116803e+00
    4.687500e+06    1.077858e+00
    4.725000e+06    1.010468e+00
    4.743750e+06    9.825741e-01
    4.753125e+06    9.722099e-01
    4.762793e+06    9.665592e-01
    4.769531e+06    9.679556e-01
    4.774218e+06    9.725933e-01
    4.776562e+06    9.758986e-01
    4.782422e+06    9.915361e-01
    4.785938e+06    1.005951e+00
    4.789453e+06    1.026153e+00
    4.792969e+06    1.052403e+00
    4.795312e+06    1.074620e+00
    4.797656e+06    1.101105e+00
    4.800000e+06    1.132484e+00
    4.802500e+06    1.172082e+00
    4.805000e+06    1.218765e+00
    4.807500e+06    1.273225e+00
    4.810000e+06    1.335923e+00
    4.812500e+06    1.406908e+00
    4.815000e+06    1.485583e+00
    4.818750e+06    1.614708e+00
    4.823750e+06    1.789590e+00
    4.825000e+06    1.831404e+00
    4.827500e+06    1.905806e+00
    4.830000e+06    1.966284e+00
    4.831875e+06    2.000018e+00
    4.833750e+06    2.023806e+00
    4.835625e+06    2.036295e+00
    4.837500e+06    2.039206e+00
    4.839609e+06    2.030158e+00
    4.841719e+06    2.012445e+00
    4.843438e+06    1.991415e+00
    4.846875e+06    1.937302e+00
    4.860625e+06    1.676455e+00
    4.865781e+06    1.589309e+00
    4.870938e+06    1.511612e+00
    4.876094e+06    1.444856e+00
    4.881250e+06    1.386063e+00
    4.886406e+06    1.335543e+00
    4.891563e+06    1.291870e+00
    4.895000e+06    1.264089e+00
    4.901875e+06    1.216753e+00
    4.908750e+06    1.176051e+00
    4.915625e+06    1.140690e+00
    4.922500e+06    1.109724e+00
    4.932812e+06    1.070460e+00
    4.943125e+06    1.037484e+00
    4.950000e+06    1.019353e+00
    4.960938e+06    9.965544e-01
    4.969140e+06    9.851192e-01
    4.977344e+06    9.786006e-01
    4.982812e+06    9.780295e-01
    4.988281e+06    9.808196e-01
    4.993750e+06    9.874655e-01
    4.999219e+06    9.985461e-01
    5.004688e+06    1.014521e+00
    5.010156e+06    1.036033e+00
    5.015625e+06    1.063494e+00
    5.021094e+06    1.097167e+00
    5.026562e+06    1.137046e+00
    5.032031e+06    1.182762e+00
    5.037500e+06    1.233564e+00
    5.051856e+06    1.382209e+00
    5.075781e+06    1.638864e+00
    5.082617e+06    1.721641e+00
    5.086719e+06    1.779339e+00
    5.089453e+06    1.823750e+00
    5.092187e+06    1.874455e+00
    5.094922e+06    1.933327e+00
    5.097656e+06    2.002679e+00
    5.100391e+06    2.085257e+00
    5.102441e+06    2.158320e+00
    5.104492e+06    2.241552e+00
    5.106543e+06    2.338329e+00
    5.108594e+06    2.448066e+00
    5.110645e+06    2.573974e+00
    5.112695e+06    2.713714e+00
    5.117481e+06    3.077991e+00
    5.119531e+06    3.236134e+00
    5.120898e+06    3.328618e+00
    5.122266e+06    3.405862e+00
    5.123633e+06    3.462585e+00
    5.125000e+06    3.494245e+00
    5.126172e+06    3.498996e+00
    5.127344e+06    3.482207e+00
    5.128516e+06    3.444537e+00
    5.129688e+06    3.387780e+00
    5.130859e+06    3.314710e+00
    5.132031e+06    3.228559e+00
    5.134375e+06    3.032028e+00
    5.137890e+06    2.724228e+00
    5.139062e+06    2.624553e+00
    5.141406e+06    2.442557e+00
    5.143164e+06    2.320963e+00
    5.144922e+06    2.211259e+00
    5.146680e+06    2.114500e+00
    5.148438e+06    2.028036e+00
    5.150195e+06    1.952244e+00
    5.151953e+06    1.886167e+00
    5.153125e+06    1.844207e+00
    5.155469e+06    1.772169e+00
    5.157813e+06    1.710468e+00
    5.160156e+06    1.657311e+00
    5.162500e+06    1.611215e+00
    5.166015e+06    1.553187e+00
    5.169531e+06    1.504305e+00
    5.171875e+06    1.476460e+00
    5.176563e+06    1.428982e+00
    5.181250e+06    1.389976e+00
    5.190625e+06    1.330806e+00
    5.200000e+06    1.284509e+00
    5.210938e+06    1.242286e+00
    5.224609e+06    1.200943e+00
    5.238281e+06    1.167037e+00
    5.257422e+06    1.128454e+00
    5.265625e+06    1.112863e+00
    5.297070e+06    1.063683e+00
    5.297819e+06    1.066496e+00
    5.297913e+06    1.071342e+00
    5.297975e+06    1.080077e+00
    5.298038e+06    1.096191e+00
    5.298174e+06    1.147164e+00
    5.298222e+06    1.157363e+00
    5.298246e+06    1.158737e+00
    5.298290e+06    1.154125e+00
    5.298336e+06    1.140987e+00
    5.298458e+06    1.094736e+00
    5.298512e+06    1.080936e+00
    5.298578e+06    1.071438e+00
    5.298643e+06    1.067286e+00
    5.298905e+06    1.063855e+00
    5.310742e+06    1.043392e+00
    5.314160e+06    1.040968e+00
    5.317236e+06    1.044416e+00
    5.321167e+06    1.053119e+00
    5.322021e+06    1.053824e+00
    5.326764e+06    1.046880e+00
    5.334668e+06    1.031794e+00
    5.351758e+06    1.009792e+00
    5.359277e+06    1.004202e+00
    5.361841e+06    1.005378e+00
    5.364404e+06    1.011532e+00
    5.365771e+06    1.020710e+00
    5.366797e+06    1.034087e+00
    5.367480e+06    1.049478e+00
    5.367993e+06    1.066896e+00
    5.368421e+06    1.086820e+00
    5.368677e+06    1.102696e+00
    5.369019e+06    1.129777e+00
    5.369274e+06    1.156725e+00
    5.369531e+06    1.191501e+00
    5.369702e+06    1.220416e+00
    5.369873e+06    1.255309e+00
    5.370044e+06    1.297739e+00
    5.370172e+06    1.335642e+00
    5.370300e+06    1.379853e+00
    5.370429e+06    1.432425e+00
    5.370557e+06    1.494888e+00
    5.370685e+06    1.569024e+00
    5.370771e+06    1.626406e+00
    5.370856e+06    1.690624e+00
    5.370941e+06    1.763264e+00
    5.371027e+06    1.844822e+00
    5.371112e+06    1.936093e+00
    5.371198e+06    2.037683e+00
    5.371283e+06    2.149810e+00
    5.371368e+06    2.272072e+00
    5.371497e+06    2.471591e+00
    5.371710e+06    2.813752e+00
    5.371796e+06    2.937776e+00
    5.371881e+06    3.042638e+00
    5.371945e+06    3.104226e+00
    5.372009e+06    3.147001e+00
    5.372074e+06    3.170311e+00
    5.372116e+06    3.174071e+00
    5.372180e+06    3.162410e+00
    5.372244e+06    3.130587e+00
    5.372309e+06    3.081188e+00
    5.372394e+06    2.992479e+00
    5.372479e+06    2.884908e+00
    5.372778e+06    2.463568e+00
    5.372907e+06    2.297642e+00
    5.372992e+06    2.198685e+00
    5.373078e+06    2.109522e+00
    5.373163e+06    2.029992e+00
    5.373248e+06    1.959581e+00
    5.373333e+06    1.897938e+00
    5.373462e+06    1.818880e+00
    5.373590e+06    1.754624e+00
    5.373718e+06    1.702119e+00
    5.373846e+06    1.658623e+00
    5.373975e+06    1.621982e+00
    5.374146e+06    1.581532e+00
    5.374402e+06    1.531527e+00
    5.375002e+06    1.431423e+00
    5.375453e+06    1.362255e+00
    5.375841e+06    1.309403e+00
    5.376035e+06    1.285590e+00
    5.376553e+06    1.231922e+00
    5.377070e+06    1.190414e+00
    5.377588e+06    1.158619e+00
    5.378235e+06    1.129126e+00
    5.379141e+06    1.099178e+00
    5.380176e+06    1.076170e+00
    5.381470e+06    1.057280e+00
    5.383540e+06    1.037784e+00
    5.385869e+06    1.024482e+00
    5.388975e+06    1.013599e+00
    5.392598e+06    1.005003e+00
    5.401914e+06    9.919965e-01
    5.418477e+06    9.807285e-01
    5.424688e+06    9.774637e-01
    5.441250e+06    9.744055e-01
    5.459883e+06    9.782267e-01
    5.474375e+06    9.875036e-01
    5.486797e+06    1.002093e+00
    5.495078e+06    1.015607e+00
    5.499219e+06    1.023282e+00
    5.507500e+06    1.042828e+00
    5.515781e+06    1.067420e+00
    5.524063e+06    1.097977e+00
    5.532344e+06    1.135512e+00
    5.540625e+06    1.181070e+00
    5.548906e+06    1.235607e+00
    5.557187e+06    1.299782e+00
    5.565469e+06    1.373642e+00
    5.573750e+06    1.456217e+00
    5.594453e+06    1.679503e+00
    5.600664e+06    1.743052e+00
    5.606875e+06    1.799460e+00
    5.613086e+06    1.845285e+00
    5.619297e+06    1.880560e+00
    5.623437e+06    1.896565e+00
    5.629649e+06    1.908987e+00
    5.631719e+06    1.911119e+00
    5.637109e+06    1.907763e+00
    5.642500e+06    1.897377e+00
    5.650000e+06    1.872348e+00
    5.666875e+06    1.794371e+00
    5.674375e+06    1.777529e+00
    5.676875e+06    1.773381e+00
    5.679375e+06    1.758424e+00
    5.688125e+06    1.668617e+00
    5.695000e+06    1.612766e+00
    5.702500e+06    1.561421e+00
    5.716250e+06    1.481896e+00
    5.725000e+06    1.437513e+00
    5.735000e+06    1.391697e+00
    5.745000e+06    1.350621e+00
    5.760000e+06    1.296348e+00
    5.775000e+06    1.250927e+00
    5.790000e+06    1.211596e+00
    5.800000e+06    1.188985e+00
    5.815000e+06    1.159819e+00
    5.830000e+06    1.136571e+00
    5.845000e+06    1.120728e+00
    5.855547e+06    1.116776e+00
    5.855928e+06    1.116775e+00
    5.861875e+06    1.118514e+00
    5.867500e+06    1.123563e+00
    5.873125e+06    1.135357e+00
    5.876875e+06    1.147809e+00
    5.881094e+06    1.168462e+00
    5.882500e+06    1.176614e+00
    5.886250e+06    1.206988e+00
    5.888125e+06    1.226844e+00
    5.890000e+06    1.250805e+00
    5.891875e+06    1.279774e+00
    5.893750e+06    1.314938e+00
    5.895625e+06    1.357804e+00
    5.897500e+06    1.410261e+00
    5.899375e+06    1.474521e+00
    5.900782e+06    1.532435e+00
    5.902188e+06    1.599439e+00
    5.903594e+06    1.677911e+00
    5.905000e+06    1.767616e+00
    5.906407e+06    1.870509e+00
    5.906875e+06    1.907171e+00
    5.908750e+06    2.066393e+00
    5.911563e+06    2.318741e+00
    5.912500e+06    2.395897e+00
    5.913437e+06    2.463094e+00
    5.914375e+06    2.516235e+00
    5.915313e+06    2.551566e+00
    5.916250e+06    2.566372e+00
    5.917187e+06    2.559451e+00
    5.918125e+06    2.531357e+00
    5.919062e+06    2.484238e+00
    5.920000e+06    2.421382e+00
    5.921250e+06    2.320274e+00
    5.925000e+06    1.981619e+00
    5.926250e+06    1.876522e+00
    5.927500e+06    1.780247e+00
    5.928750e+06    1.693424e+00
    5.930000e+06    1.615928e+00
    5.931250e+06    1.547169e+00
    5.932500e+06    1.486341e+00
    5.933750e+06    1.432570e+00
    5.935000e+06    1.384993e+00
    5.936250e+06    1.342871e+00
    5.938125e+06    1.288552e+00
    5.940000e+06    1.242002e+00
    5.942500e+06    1.190722e+00
    5.945000e+06    1.148507e+00
    5.947500e+06    1.113127e+00
    5.950000e+06    1.082932e+00
    5.953750e+06    1.044883e+00
    5.957500e+06    1.012710e+00
    5.961406e+06    9.824371e-01
    5.980391e+06    8.517501e-01
    5.982500e+06    8.418290e-01
    5.983906e+06    8.395302e-01
    5.984961e+06    8.420734e-01
    5.985665e+06    8.468279e-01
    5.986368e+06    8.550329e-01
    5.986719e+06    8.605314e-01
    5.987597e+06    8.806833e-01
    5.988125e+06    8.981882e-01
    5.988653e+06    9.207771e-01
    5.989180e+06    9.494368e-01
    5.989707e+06    9.853186e-01
    5.990058e+06    1.013802e+00
    5.990410e+06    1.046293e+00
    5.990762e+06    1.083047e+00
    5.991289e+06    1.146437e+00
    5.991817e+06    1.219647e+00
    5.992344e+06    1.301521e+00
    5.993926e+06    1.564662e+00
    5.994453e+06    1.641910e+00
    5.994805e+06    1.686066e+00
    5.995156e+06    1.722960e+00
    5.995508e+06    1.752122e+00
    5.995859e+06    1.773255e+00
    5.996211e+06    1.786642e+00
    5.996739e+06    1.793351e+00
    5.997266e+06    1.786585e+00
    5.997793e+06    1.769386e+00
    5.998672e+06    1.725568e+00
    5.999751e+06    1.658840e+00
    5.999917e+06    1.638622e+00
    6.000125e+06    1.604825e+00
    6.000250e+06    1.593366e+00
    6.006300e+06    1.371636e+00
    6.010100e+06    1.254787e+00
    6.013800e+06    1.179712e+00
    6.025400e+06    1.071274e+00
    6.037100e+06    1.081034e+00
    6.048700e+06    9.958532e-01
    6.063300e+06    9.689685e-01
    6.065988e+06    9.893289e-01
    6.066525e+06    9.995912e-01
    6.067600e+06    1.024995e+00
    6.069000e+06    1.081699e+00
    6.070400e+06    1.165603e+00
    6.071712e+06    1.267337e+00
    6.071900e+06    1.286456e+00
    6.072100e+06    1.315925e+00
    6.072300e+06    1.354575e+00
    6.072500e+06    1.404345e+00
    6.072700e+06    1.460665e+00
    6.073800e+06    1.794838e+00
    6.074300e+06    1.937433e+00
    6.074400e+06    1.960905e+00
    6.074600e+06    1.995360e+00
    6.074800e+06    2.015308e+00
    6.074956e+06    2.019288e+00
    6.075191e+06    2.013615e+00
    6.075425e+06    1.993840e+00
    6.077300e+06    1.727548e+00
    6.079300e+06    1.414119e+00
    6.080050e+06    1.308534e+00
    6.080300e+06    1.275161e+00
    6.081050e+06    1.189910e+00
    6.081300e+06    1.164136e+00
    6.081800e+06    1.125951e+00
    6.082175e+06    1.099760e+00
    6.082300e+06    1.092998e+00
    6.082575e+06    1.084974e+00
    6.083125e+06    1.074754e+00
    6.083400e+06    1.071754e+00
    6.084650e+06    1.094290e+00
    6.085900e+06    1.119170e+00
    6.088400e+06    1.191473e+00
    6.091000e+06    1.252334e+00
    6.093500e+06    1.264296e+00
    6.104375e+06    1.140596e+00
    6.108000e+06    1.097904e+00
    6.115000e+06    1.028832e+00
    6.121900e+06    9.904218e-01
    6.140800e+06    9.561660e-01
    6.160000e+06    9.406216e-01
    6.197500e+06    9.248927e-01
    6.201900e+06    9.268325e-01
    6.250350e+06    9.080339e-01
    6.260700e+06    9.033948e-01
    6.290100e+06    8.978563e-01
    6.316662e+06    9.096824e-01
    6.321975e+06    9.138309e-01
    6.332600e+06    9.282228e-01
    6.346000e+06    9.679887e-01
    6.359000e+06    1.039201e+00
    6.372200e+06    1.157834e+00
    6.378900e+06    1.256788e+00
    6.386000e+06    1.384658e+00
    6.392400e+06    1.489867e+00
    6.399200e+06    1.550684e+00
    6.403750e+06    1.543157e+00
    6.408300e+06    1.494207e+00
    6.417400e+06    1.318307e+00
    6.426600e+06    1.109764e+00
    6.431100e+06    1.020532e+00
    6.435700e+06    9.555414e-01
    6.450500e+06    8.210416e-01
    6.465400e+06    7.324275e-01
    6.480300e+06    6.817282e-01
    6.495100e+06    6.610217e-01
    6.508100e+06    6.655453e-01
    6.521100e+06    6.902891e-01
    6.547200e+06    7.798454e-01
    6.573200e+06    8.885491e-01
    6.599200e+06    9.753836e-01
    6.612000e+06    9.996859e-01
    6.624800e+06    1.011678e+00
    6.637700e+06    1.012374e+00
    6.650500e+06    1.002904e+00
    6.656600e+06    1.019347e+00
    6.662700e+06    1.060138e+00
    6.668800e+06    1.093026e+00
    6.674969e+06    1.085240e+00
    6.682900e+06    1.045748e+00
    6.691100e+06    1.022905e+00
    6.700000e+06    1.012249e+00
    6.707300e+06    1.009554e+00
    6.726550e+06    1.019137e+00
    6.745800e+06    1.053680e+00
    6.765000e+06    1.115580e+00
    6.784300e+06    1.206850e+00
    6.791700e+06    1.285515e+00
    6.800000e+06    1.417409e+00
    6.806600e+06    1.516523e+00
    6.814000e+06    1.568734e+00
    6.819100e+06    1.548116e+00
    6.824200e+06    1.485964e+00
    6.834300e+06    1.289247e+00
    6.844400e+06    1.081449e+00
    6.849500e+06    1.005421e+00
    6.854600e+06    9.651310e-01
    6.873500e+06    9.110043e-01
    6.892400e+06    8.800290e-01
    6.911300e+06    8.670098e-01
    6.930200e+06    8.669309e-01
    6.955025e+06    8.726160e-01
    6.963300e+06    8.753423e-01
    6.979900e+06    8.900587e-01
    6.996400e+06    9.209467e-01
    7.005800e+06    9.320634e-01
    7.033600e+06    1.019952e+00
    7.047600e+06    1.052905e+00
    7.061500e+06    1.063209e+00
    7.075750e+06    1.051165e+00
    7.090000e+06    1.034948e+00
    7.099500e+06    1.027070e+00
    7.114100e+06    1.032589e+00
    7.128700e+06    1.044387e+00
    7.145100e+06    1.069149e+00
    7.161600e+06    1.139664e+00
    7.169800e+06    1.203011e+00
    7.178100e+06    1.291414e+00
    7.183100e+06    1.407923e+00
    7.188200e+06    1.582990e+00
    7.193300e+06    1.744449e+00
    7.198300e+06    1.819961e+00
    7.206350e+06    1.793445e+00
    7.214400e+06    1.710275e+00
    7.222400e+06    1.602447e+00
    7.230400e+06    1.502962e+00
    7.244300e+06    1.393384e+00
    7.258300e+06    1.340032e+00
    7.286200e+06    1.289303e+00
    7.297100e+06    1.288590e+00
    7.308100e+06    1.321940e+00
    7.319100e+06    1.361282e+00
    7.330100e+06    1.378154e+00
    7.340050e+06    1.368023e+00
    7.350000e+06    1.340939e+00
    7.359200e+06    1.297946e+00
    7.368900e+06    1.228619e+00
    7.373100e+06    1.226634e+00
    7.377350e+06    1.266895e+00
    7.381600e+06    1.314351e+00
    7.385800e+06    1.331027e+00
    7.428450e+06    1.239148e+00
    7.471100e+06    1.183240e+00
    7.513700e+06    1.153426e+00
    7.556400e+06    1.139325e+00
    7.588500e+06    1.142137e+00
    7.620600e+06    1.162731e+00
    7.652700e+06    1.197522e+00
    7.684800e+06    1.242920e+00
    7.767500e+06    1.379781e+00
    7.808900e+06    1.440071e+00
    7.850300e+06    1.481582e+00
    7.869700e+06    1.465535e+00
    7.889100e+06    1.400985e+00
    7.910000e+06    1.295041e+00
    7.944000e+06    1.091631e+00
    7.960100e+06    1.002865e+00
    7.976100e+06    9.308832e-01
    7.992200e+06    8.844240e-01
    8.000700e+06    8.927951e-01
    8.005800e+06    8.713784e-01
    8.010800e+06    8.561907e-01
    8.015900e+06    8.487110e-01
    8.020163e+06    8.497268e-01
    8.050000e+06    8.875389e-01
    8.078400e+06    9.352854e-01
    8.107100e+06    1.004665e+00
    8.169200e+06    1.220912e+00
    8.202500e+06    1.296134e+00
    8.235900e+06    1.338248e+00
    8.269300e+06    1.355051e+00
    8.304750e+06    1.346834e+00
    8.340200e+06    1.316984e+00
    8.380000e+06    1.273858e+00
    8.516300e+06    1.142606e+00
    8.551300e+06    1.119847e+00
    8.579200e+06    1.124462e+00
    8.607100e+06    1.157443e+00
    8.634900e+06    1.209523e+00
    8.662800e+06    1.271711e+00
    8.705900e+06    1.375539e+00
    8.727400e+06    1.409098e+00
    8.748900e+06    1.411353e+00
    8.801269e+06    1.380688e+00
    8.828700e+06    1.338775e+00
    8.874800e+06    1.181426e+00
    8.894200e+06    1.150771e+00
    8.913600e+06    1.140216e+00
    8.933000e+06    1.133925e+00
    8.949500e+06    1.134599e+00
    8.966000e+06    1.148133e+00
    8.982400e+06    1.170908e+00
    8.998900e+06    1.198269e+00
    9.002130e+06    1.224660e+00
    9.013530e+06    1.217831e+00
    9.024930e+06    1.273584e+00
    9.036330e+06    1.345444e+00
    9.047730e+06    1.385797e+00
    9.056595e+06    1.373391e+00
    9.065460e+06    1.336088e+00
    9.074330e+06    1.294659e+00
    9.083200e+06    1.269686e+00
    9.122470e+06    1.219646e+00
    9.161740e+06    1.165067e+00
    9.201010e+06    1.119630e+00
    9.240280e+06    1.097084e+00
    9.279550e+06    1.104031e+00
    9.318820e+06    1.133989e+00
    9.360000e+06    1.183919e+00
    9.397716e+06    1.239433e+00
    9.404485e+06    1.239336e+00
    9.420160e+06    1.206635e+00
    9.427760e+06    1.200708e+00
    9.463389e+06    1.212371e+00
    9.522770e+06    1.218290e+00
    9.563935e+06    1.230347e+00
    9.573440e+06    1.232329e+00
    9.611440e+06    1.226074e+00
    9.630440e+06    1.228804e+00
    9.672240e+06    1.250176e+00
    9.755850e+06    1.303180e+00
    9.797650e+06    1.325878e+00
    9.827341e+06    1.324278e+00
    9.892660e+06    1.282985e+00
    9.924730e+06    1.284079e+00
    1.006370e+07    1.374286e+00
    1.013330e+07    1.412154e+00
    1.020300e+07    1.431541e+00
    1.026000e+07    1.421262e+00
    1.031700e+07    1.389022e+00
    1.037400e+07    1.349170e+00
    1.043100e+07    1.316002e+00
    1.057816e+07    1.256557e+00
    1.060200e+07    1.246928e+00
    1.065900e+07    1.224824e+00
    1.066920e+07    1.222480e+00
    1.067930e+07    1.224553e+00
    1.068940e+07    1.232845e+00
    1.069960e+07    1.249125e+00
    1.070970e+07    1.243174e+00
    1.071990e+07    1.206150e+00
    1.073000e+07    1.171895e+00
    1.074010e+07    1.174288e+00
    1.076670e+07    1.242325e+00
    1.079330e+07    1.284682e+00
    1.081990e+07    1.310675e+00
    1.085540e+07    1.335433e+00
    1.086430e+07    1.338896e+00
    1.087310e+07    1.337508e+00
    1.088200e+07    1.328800e+00
    1.090730e+07    1.333231e+00
    1.093270e+07    1.393847e+00
    1.095800e+07    1.468427e+00
    1.098330e+07    1.514743e+00
    1.102890e+07    1.563452e+00
    1.107450e+07    1.627267e+00
    1.112010e+07    1.680504e+00
    1.116580e+07    1.697484e+00
    1.121770e+07    1.680118e+00
    1.132160e+07    1.634653e+00
    1.137350e+07    1.624769e+00
    1.142920e+07    1.644053e+00
    1.154070e+07    1.727296e+00
    1.159650e+07    1.739388e+00
    1.166990e+07    1.723846e+00
    1.170670e+07    1.711668e+00
    1.174340e+07    1.693548e+00
    1.175610e+07    1.697291e+00
    1.178140e+07    1.731810e+00
    1.179410e+07    1.735540e+00
    1.184350e+07    1.706220e+00
    1.190000e+07    1.679570e+00
    1.194230e+07    1.668080e+00
    1.199170e+07    1.672670e+00
    1.200280e+07    1.636170e+00
    1.204670e+07    1.606320e+00
    1.210000e+07    1.547960e+00
    1.213460e+07    1.513210e+00
    1.217850e+07    1.498130e+00
    1.235032e+07    1.532976e+00
    1.241000e+07    1.545080e+00
    1.246800e+07    1.554490e+00
    1.255680e+07    1.560100e+00
    1.269870e+07    1.553510e+00
    1.275000e+07    1.573140e+00
    1.284560e+07    1.659730e+00
    1.289460e+07    1.677100e+00
    1.293180e+07    1.660070e+00
