    energy(eV)      sigma_s(b)
    4.468750e+06    1.177551e+00
    4.469532e+06    1.179428e+00
    4.470313e+06    1.186494e+00
    4.475000e+06    1.254265e+00
    4.477343e+06    1.281093e+00
    4.478125e+06    1.288749e+00
    4.481250e+06    1.311304e+00
    4.484375e+06    1.325188e+00
    4.487500e+06    1.332987e+00
    4.492188e+06    1.336731e+00
    4.493750e+06    1.336872e+00
    4.501719e+06    1.327872e+00
    4.515000e+06    1.301874e+00
    4.516875e+06    1.301350e+00
    4.518984e+06    1.307827e+00
    4.520156e+06    1.318787e+00
    4.521094e+06    1.333881e+00
    4.521797e+06    1.352863e+00
    4.522500e+06    1.381205e+00
    4.522969e+06    1.407979e+00
    4.523438e+06    1.443263e+00
    4.523789e+06    1.477235e+00
    4.524141e+06    1.519956e+00
    4.524492e+06    1.573257e+00
    4.524726e+06    1.616004e+00
    4.524961e+06    1.665508e+00
    4.525195e+06    1.722676e+00
    4.525430e+06    1.788414e+00
    4.525664e+06    1.863384e+00
    4.525899e+06    1.948078e+00
    4.526133e+06    2.042361e+00
    4.526485e+06    2.199567e+00
    4.527188e+06    2.521671e+00
    4.527422e+06    2.613056e+00
    4.527598e+06    2.668480e+00
    4.527773e+06    2.709797e+00
    4.527950e+06    2.736002e+00
    4.528125e+06    2.746372e+00
    4.528300e+06    2.741188e+00
    4.528477e+06    2.721716e+00
    4.528711e+06    2.678564e+00
    4.528945e+06    2.619841e+00
    4.529532e+06    2.439006e+00
    4.530156e+06    2.244623e+00
    4.530468e+06    2.157585e+00
    4.530781e+06    2.079193e+00
    4.531094e+06    2.009413e+00
    4.531562e+06    1.919576e+00
    4.532032e+06    1.845137e+00
    4.532500e+06    1.783319e+00
    4.532969e+06    1.731727e+00
    4.533750e+06    1.663444e+00
    4.534375e+06    1.620214e+00
    4.535000e+06    1.584745e+00
    4.535938e+06    1.542482e+00
    4.536875e+06    1.510377e+00
    4.537500e+06    1.491044e+00
    4.538750e+06    1.461042e+00
    4.540625e+06    1.427825e+00
    4.542500e+06    1.402694e+00
    4.545000e+06    1.377763e+00
    4.548750e+06    1.350710e+00
    4.553125e+06    1.328015e+00
    4.556250e+06    1.313149e+00
    4.562500e+06    1.290201e+00
    4.575000e+06    1.253653e+00
    4.587500e+06    1.224170e+00
    4.593750e+06    1.212606e+00
    4.606250e+06    1.182859e+00
    4.613282e+06    1.172238e+00
    4.613868e+06    1.172190e+00
    4.614941e+06    1.175826e+00
    4.615430e+06    1.183558e+00
    4.615722e+06    1.194634e+00
    4.615869e+06    1.206006e+00
    4.615967e+06    1.218538e+00
    4.616040e+06    1.232607e+00
    4.616113e+06    1.253577e+00
    4.616162e+06    1.274351e+00
    4.616199e+06    1.295539e+00
    4.616236e+06    1.323802e+00
    4.616272e+06    1.362124e+00
    4.616297e+06    1.395198e+00
    4.616321e+06    1.435483e+00
    4.616345e+06    1.484243e+00
    4.616369e+06    1.544697e+00
    4.616382e+06    1.580164e+00
    4.616406e+06    1.657707e+00
    4.616425e+06    1.727247e+00
    4.616449e+06    1.828755e+00
    4.616467e+06    1.911949e+00
    4.616498e+06    2.067787e+00
    4.616559e+06    2.388781e+00
    4.616583e+06    2.503186e+00
    4.616602e+06    2.581906e+00
    4.616620e+06    2.643544e+00
    4.616638e+06    2.690098e+00
    4.616656e+06    2.719652e+00
    4.616675e+06    2.731046e+00
    4.616693e+06    2.722603e+00
    4.616705e+06    2.706723e+00
    4.616724e+06    2.665658e+00
    4.616742e+06    2.610326e+00
    4.616763e+06    2.528628e+00
    4.616788e+06    2.413023e+00
    4.616833e+06    2.178785e+00
    4.616870e+06    1.986171e+00
    4.616894e+06    1.868236e+00
    4.616919e+06    1.761777e+00
    4.616943e+06    1.670140e+00
    4.616962e+06    1.607504e+00
    4.616980e+06    1.553867e+00
    4.617005e+06    1.492459e+00
    4.617029e+06    1.441908e+00
    4.617053e+06    1.401402e+00
    4.617078e+06    1.367713e+00
    4.617102e+06    1.340084e+00
    4.617139e+06    1.308235e+00
    4.617176e+06    1.284454e+00
    4.617212e+06    1.266563e+00
    4.617260e+06    1.248573e+00
    4.617334e+06    1.229604e+00
    4.617432e+06    1.213350e+00
    4.617578e+06    1.198809e+00
    4.617773e+06    1.188098e+00
    4.617969e+06    1.181968e+00
    4.618555e+06    1.173778e+00
    4.620312e+06    1.170042e+00
    4.621874e+06    1.173249e+00
    4.623828e+06    1.185215e+00
    4.625000e+06    1.199349e+00
    4.625781e+06    1.213949e+00
    4.626563e+06    1.234637e+00
    4.627344e+06    1.263700e+00
    4.627930e+06    1.292930e+00
    4.628516e+06    1.329912e+00
    4.628906e+06    1.359138e+00
    4.630273e+06    1.473743e+00
    4.630664e+06    1.500008e+00
    4.631055e+06    1.517153e+00
    4.631347e+06    1.523171e+00
    4.631445e+06    1.523451e+00
    4.631738e+06    1.518927e+00
    4.632031e+06    1.508616e+00
    4.632422e+06    1.487063e+00
    4.633203e+06    1.429489e+00
    4.633985e+06    1.371295e+00
    4.634570e+06    1.331720e+00
    4.635156e+06    1.299167e+00
    4.635937e+06    1.264404e+00
    4.636719e+06    1.237469e+00
    4.637500e+06    1.216545e+00
    4.638672e+06    1.193225e+00
    4.640625e+06    1.166951e+00
    4.642969e+06    1.147096e+00
    4.646875e+06    1.125709e+00
    4.652343e+06    1.106621e+00
    4.654687e+06    1.099551e+00
    4.668750e+06    1.066481e+00
    4.687500e+06    1.028804e+00
    4.725000e+06    9.597052e-01
    4.743750e+06    9.295874e-01
    4.753125e+06    9.176259e-01
    4.762500e+06    9.099145e-01
    4.767188e+06    9.086255e-01
    4.771875e+06    9.098803e-01
    4.776562e+06    9.145825e-01
    4.782422e+06    9.274119e-01
    4.785938e+06    9.397976e-01
    4.789453e+06    9.575926e-01
    4.792969e+06    9.810557e-01
    4.795312e+06    1.001126e+00
    4.797656e+06    1.025212e+00
    4.800000e+06    1.053910e+00
    4.802500e+06    1.090302e+00
    4.805000e+06    1.133394e+00
    4.807500e+06    1.183855e+00
    4.810000e+06    1.242139e+00
    4.812500e+06    1.308319e+00
    4.815000e+06    1.381859e+00
    4.818750e+06    1.502958e+00
    4.823750e+06    1.667491e+00
    4.825000e+06    1.706923e+00
    4.828125e+06    1.792749e+00
    4.830000e+06    1.834599e+00
    4.831875e+06    1.866571e+00
    4.833750e+06    1.889358e+00
    4.835625e+06    1.901294e+00
    4.837500e+06    1.904168e+00
    4.839609e+06    1.895748e+00
    4.841719e+06    1.879182e+00
    4.843438e+06    1.859189e+00
    4.846875e+06    1.807834e+00
    4.855468e+06    1.652565e+00
    4.860625e+06    1.557866e+00
    4.865781e+06    1.473410e+00
    4.870938e+06    1.397614e+00
    4.876094e+06    1.331874e+00
    4.881250e+06    1.273452e+00
    4.886406e+06    1.222612e+00
    4.891563e+06    1.178003e+00
    4.895000e+06    1.149474e+00
    4.901875e+06    1.099799e+00
    4.908750e+06    1.055969e+00
    4.915625e+06    1.016722e+00
    4.925937e+06    9.647683e-01
    4.936250e+06    9.182633e-01
    4.946563e+06    8.771444e-01
    4.955469e+06    8.453776e-01
    4.963672e+06    8.183261e-01
    4.971875e+06    7.949749e-01
    4.980078e+06    7.764071e-01
    4.985546e+06    7.669581e-01
    4.988281e+06    7.629600e-01
    4.993750e+06    7.582869e-01
    4.999219e+06    7.577027e-01
    5.005371e+06    7.630208e-01
    5.010156e+06    7.720464e-01
    5.014258e+06    7.840861e-01
    5.018359e+06    7.998044e-01
    5.022461e+06    8.202742e-01
    5.026562e+06    8.448520e-01
    5.030664e+06    8.744748e-01
    5.034766e+06    9.082136e-01
    5.037500e+06    9.332854e-01
    5.042969e+06    9.887213e-01
    5.048438e+06    1.050187e+00
    5.056640e+06    1.150788e+00
    5.070312e+06    1.329384e+00
    5.075781e+06    1.404647e+00
    5.082617e+06    1.506239e+00
    5.086719e+06    1.574170e+00
    5.089453e+06    1.624656e+00
    5.092187e+06    1.680676e+00
    5.094922e+06    1.743919e+00
    5.097656e+06    1.816480e+00
    5.100391e+06    1.900855e+00
    5.102441e+06    1.974106e+00
    5.104492e+06    2.056479e+00
    5.106543e+06    2.151005e+00
    5.108594e+06    2.257146e+00
    5.110645e+06    2.377730e+00
    5.111328e+06    2.420320e+00
    5.114063e+06    2.605925e+00
    5.119531e+06    3.000351e+00
    5.120898e+06    3.086099e+00
    5.122266e+06    3.157400e+00
    5.123633e+06    3.209448e+00
    5.125000e+06    3.238137e+00
    5.126172e+06    3.241965e+00
    5.127344e+06    3.225896e+00
    5.128516e+06    3.190612e+00
    5.129688e+06    3.137832e+00
    5.130859e+06    3.070166e+00
    5.132031e+06    2.990634e+00
    5.134375e+06    2.809861e+00
    5.137890e+06    2.528241e+00
    5.139648e+06    2.394300e+00
    5.141406e+06    2.271701e+00
    5.143164e+06    2.161633e+00
    5.144922e+06    2.062496e+00
    5.146680e+06    1.975333e+00
    5.148438e+06    1.897659e+00
    5.150195e+06    1.829794e+00
    5.151953e+06    1.770831e+00
    5.153125e+06    1.733436e+00
    5.155469e+06    1.669490e+00
    5.157813e+06    1.614950e+00
    5.160156e+06    1.568157e+00
    5.162500e+06    1.527745e+00
    5.166015e+06    1.477131e+00
    5.169531e+06    1.434708e+00
    5.171875e+06    1.410655e+00
    5.176563e+06    1.369821e+00
    5.181250e+06    1.336441e+00
    5.190625e+06    1.286333e+00
    5.200000e+06    1.246927e+00
    5.210938e+06    1.210898e+00
    5.221875e+06    1.181615e+00
    5.238281e+06    1.145896e+00
    5.254688e+06    1.116446e+00
    5.265625e+06    1.097874e+00
    5.297070e+06    1.052792e+00
    5.298438e+06    1.052999e+00
    5.317578e+06    1.019103e+00
    5.321680e+06    1.022122e+00
    5.325781e+06    1.024603e+00
    5.359961e+06    9.923373e-01
    5.361328e+06    9.920336e-01
    5.364404e+06    9.966279e-01
    5.365772e+06    1.003701e+00
    5.366797e+06    1.014995e+00
    5.367651e+06    1.032394e+00
    5.368164e+06    1.049606e+00
    5.368506e+06    1.065730e+00
    5.368848e+06    1.087106e+00
    5.369104e+06    1.108105e+00
    5.369360e+06    1.135305e+00
    5.369616e+06    1.170829e+00
    5.369787e+06    1.200726e+00
    5.369959e+06    1.237146e+00
    5.370130e+06    1.281772e+00
    5.370258e+06    1.321895e+00
    5.370386e+06    1.369562e+00
    5.370514e+06    1.426078e+00
    5.370642e+06    1.493514e+00
    5.370728e+06    1.546112e+00
    5.370813e+06    1.604756e+00
    5.370898e+06    1.670815e+00
    5.370984e+06    1.746030e+00
    5.371069e+06    1.829462e+00
    5.371155e+06    1.923776e+00
    5.371240e+06    2.027186e+00
    5.371326e+06    2.142036e+00
    5.371454e+06    2.329849e+00
    5.371710e+06    2.727828e+00
    5.371796e+06    2.846997e+00
    5.371859e+06    2.923925e+00
    5.371924e+06    2.987033e+00
    5.371988e+06    3.032357e+00
    5.372052e+06    3.058212e+00
    5.372095e+06    3.063980e+00
    5.372159e+06    3.055138e+00
    5.372223e+06    3.025869e+00
    5.372287e+06    2.978115e+00
    5.372351e+06    2.914382e+00
    5.372437e+06    2.809130e+00
    5.372565e+06    2.627244e+00
    5.372778e+06    2.310775e+00
    5.372907e+06    2.136581e+00
    5.372992e+06    2.032020e+00
    5.373078e+06    1.937187e+00
    5.373163e+06    1.851954e+00
    5.373248e+06    1.775846e+00
    5.373333e+06    1.708591e+00
    5.373419e+06    1.648684e+00
    5.373505e+06    1.595790e+00
    5.373633e+06    1.527826e+00
    5.373761e+06    1.471846e+00
    5.373889e+06    1.425627e+00
    5.373975e+06    1.399191e+00
    5.374146e+06    1.355345e+00
    5.374316e+06    1.320715e+00
    5.374487e+06    1.292847e+00
    5.374658e+06    1.270301e+00
    5.375000e+06    1.234619e+00
    5.375388e+06    1.202849e+00
    5.376035e+06    1.161634e+00
    5.376553e+06    1.135363e+00
    5.377070e+06    1.114108e+00
    5.377847e+06    1.089645e+00
    5.378623e+06    1.072253e+00
    5.379141e+06    1.062145e+00
    5.380176e+06    1.047388e+00
    5.381211e+06    1.036630e+00
    5.383281e+06    1.021979e+00
    5.386387e+06    1.008968e+00
    5.391563e+06    9.964469e-01
    5.399844e+06    9.855528e-01
    5.408125e+06    9.787956e-01
    5.424688e+06    9.709182e-01
    5.441250e+06    9.684363e-01
    5.459883e+06    9.726879e-01
    5.474375e+06    9.821886e-01
    5.486797e+06    9.968832e-01
    5.495078e+06    1.010424e+00
    5.499219e+06    1.018102e+00
    5.507500e+06    1.037606e+00
    5.515781e+06    1.062099e+00
    5.524063e+06    1.092489e+00
    5.532344e+06    1.129769e+00
    5.540625e+06    1.174968e+00
    5.548906e+06    1.229020e+00
    5.557187e+06    1.292560e+00
    5.565469e+06    1.365614e+00
    5.573750e+06    1.447199e+00
    5.594453e+06    1.667229e+00
    5.600664e+06    1.729663e+00
    5.606875e+06    1.784927e+00
    5.613086e+06    1.829620e+00
    5.619297e+06    1.863797e+00
    5.623437e+06    1.879084e+00
    5.629649e+06    1.890478e+00
    5.631719e+06    1.892268e+00
    5.637930e+06    1.887203e+00
    5.645000e+06    1.869564e+00
    5.650000e+06    1.849792e+00
    5.660000e+06    1.797805e+00
    5.680000e+06    1.677306e+00
    5.700000e+06    1.550926e+00
    5.710000e+06    1.493430e+00
    5.720000e+06    1.441076e+00
    5.730000e+06    1.393697e+00
    5.740000e+06    1.350967e+00
    5.755000e+06    1.295125e+00
    5.770000e+06    1.246562e+00
    5.785000e+06    1.205644e+00
    5.800000e+06    1.170043e+00
    5.815000e+06    1.140125e+00
    5.830000e+06    1.115566e+00
    5.845000e+06    1.097424e+00
    5.852500e+06    1.091710e+00
    5.860000e+06    1.089385e+00
    5.868438e+06    1.093185e+00
    5.873125e+06    1.099857e+00
    5.876875e+06    1.108682e+00
    5.878750e+06    1.114096e+00
    5.882500e+06    1.129950e+00
    5.886250e+06    1.153118e+00
    5.889062e+06    1.177645e+00
    5.890937e+06    1.198242e+00
    5.892812e+06    1.223318e+00
    5.893750e+06    1.237276e+00
    5.895625e+06    1.271032e+00
    5.897500e+06    1.312469e+00
    5.899375e+06    1.363357e+00
    5.900782e+06    1.409304e+00
    5.902188e+06    1.462527e+00
    5.903594e+06    1.524928e+00
    5.905000e+06    1.596318e+00
    5.906407e+06    1.678259e+00
    5.907813e+06    1.770618e+00
    5.909453e+06    1.884513e+00
    5.912032e+06    2.066492e+00
    5.912968e+06    2.124088e+00
    5.913437e+06    2.150235e+00
    5.914375e+06    2.192399e+00
    5.915313e+06    2.220292e+00
    5.916250e+06    2.231742e+00
    5.917187e+06    2.225790e+00
    5.918125e+06    2.202883e+00
    5.919062e+06    2.164745e+00
    5.920000e+06    2.114010e+00
    5.921250e+06    2.032524e+00
    5.925000e+06    1.759853e+00
    5.926250e+06    1.675220e+00
    5.927500e+06    1.597655e+00
    5.928750e+06    1.527663e+00
    5.930000e+06    1.465139e+00
    5.931250e+06    1.409609e+00
    5.932500e+06    1.360426e+00
    5.933750e+06    1.316889e+00
    5.935000e+06    1.278306e+00
    5.936875e+06    1.228617e+00
    5.938750e+06    1.186206e+00
    5.940000e+06    1.161740e+00
    5.942500e+06    1.119642e+00
    5.945000e+06    1.084715e+00
    5.947500e+06    1.055205e+00
    5.951250e+06    1.018514e+00
    5.955000e+06    9.872918e-01
    5.960000e+06    9.516203e-01
    5.980391e+06    8.197086e-01
    5.982500e+06    8.100711e-01
    5.983906e+06    8.078964e-01
    5.984961e+06    8.105307e-01
    5.985665e+06    8.153456e-01
    5.986368e+06    8.236106e-01
    5.986719e+06    8.291421e-01
    5.987597e+06    8.494141e-01
    5.988125e+06    8.669982e-01
    5.988653e+06    8.897067e-01
    5.989180e+06    9.185282e-01
    5.989707e+06    9.546200e-01
    5.990058e+06    9.832791e-01
    5.990410e+06    1.015983e+00
    5.990762e+06    1.052988e+00
    5.991113e+06    1.094446e+00
    5.991465e+06    1.140387e+00
    5.991992e+06    1.217186e+00
    5.992344e+06    1.273182e+00
    5.993926e+06    1.538956e+00
    5.994453e+06    1.617161e+00
    5.994805e+06    1.661927e+00
    5.995156e+06    1.699413e+00
    5.995508e+06    1.729115e+00
    5.995859e+06    1.750729e+00
    5.996211e+06    1.764537e+00
    5.996739e+06    1.771758e+00
    5.997266e+06    1.765370e+00
    5.997793e+06    1.748428e+00
    5.998672e+06    1.704821e+00
    5.999751e+06    1.638392e+00
    5.999917e+06    1.620005e+00
    6.000125e+06    1.590333e+00
    6.000250e+06    1.580018e+00
    6.006300e+06    1.358365e+00
    6.010100e+06    1.240904e+00
    6.013800e+06    1.165258e+00
    6.025400e+06    1.055344e+00
    6.037100e+06    1.063678e+00
    6.048700e+06    9.765006e-01
    6.060400e+06    9.507735e-01
    6.063300e+06    9.419561e-01
    6.065988e+06    9.581671e-01
    6.066525e+06    9.672187e-01
    6.067600e+06    9.899029e-01
    6.069000e+06    1.041688e+00
    6.070400e+06    1.119280e+00
    6.071712e+06    1.212147e+00
    6.071900e+06    1.229847e+00
    6.072100e+06    1.257543e+00
    6.072250e+06    1.284062e+00
    6.072400e+06    1.316929e+00
    6.072700e+06    1.396178e+00
    6.073600e+06    1.659751e+00
    6.074200e+06    1.824958e+00
    6.074400e+06    1.871814e+00
    6.074550e+06    1.896295e+00
    6.074750e+06    1.916071e+00
    6.074875e+06    1.919941e+00
    6.075100e+06    1.913383e+00
    6.075325e+06    1.895412e+00
    6.075400e+06    1.885827e+00
    6.076000e+06    1.786592e+00
    6.077150e+06    1.582025e+00
    6.078150e+06    1.385592e+00
    6.079000e+06    1.217573e+00
    6.079300e+06    1.163168e+00
    6.079825e+06    1.076665e+00
    6.080075e+06    1.039687e+00
    6.080300e+06    1.012376e+00
    6.080925e+06    9.510596e-01
    6.081300e+06    9.174521e-01
    6.081650e+06    8.957153e-01
    6.082075e+06    8.740425e-01
    6.082300e+06    8.679906e-01
    6.082380e+06    8.675956e-01
    6.082938e+06    8.751854e-01
    6.083363e+06    8.834830e-01
    6.083575e+06    8.922978e-01
    6.084000e+06    9.143705e-01
    6.088200e+06    1.097839e+00
    6.090000e+06    1.156712e+00
    6.091000e+06    1.184727e+00
    6.093500e+06    1.207098e+00
    6.097750e+06    1.169479e+00
    6.102000e+06    1.125334e+00
    6.108000e+06    1.057461e+00
    6.115000e+06    9.893672e-01
    6.121900e+06    9.506905e-01
    6.140800e+06    9.132083e-01
    6.160000e+06    8.928932e-01
    6.197500e+06    8.693463e-01
    6.201900e+06    8.707742e-01
    6.250000e+06    8.530073e-01
    6.260700e+06    8.469838e-01
    6.275000e+06    8.429948e-01
    6.290500e+06    8.462487e-01
    6.306000e+06    8.577807e-01
    6.320000e+06    8.614482e-01
    6.332600e+06    8.751042e-01
    6.346000e+06    9.042024e-01
    6.359000e+06    9.610624e-01
    6.372200e+06    1.051313e+00
    6.378900e+06    1.130576e+00
    6.382000e+06    1.176241e+00
    6.385700e+06    1.224383e+00
    6.392400e+06    1.300140e+00
    6.399200e+06    1.327419e+00
    6.403600e+06    1.300933e+00
    6.408300e+06    1.238577e+00
    6.412000e+06    1.166279e+00
    6.416700e+06    1.080661e+00
    6.419700e+06    1.025843e+00
    6.426600e+06    8.967026e-01
    6.431100e+06    8.255173e-01
    6.435700e+06    7.803538e-01
    6.442000e+06    7.455512e-01
    6.450500e+06    6.926077e-01
    6.458000e+06    6.634959e-01
    6.465400e+06    6.303394e-01
    6.472000e+06    6.137355e-01
    6.480300e+06    5.887681e-01
    6.490000e+06    5.742976e-01
    6.494550e+06    5.664012e-01
    6.495100e+06    5.660386e-01
    6.500000e+06    5.702739e-01
    6.508100e+06    5.650247e-01
    6.521541e+06    5.766026e-01
    6.547200e+06    6.339304e-01
    6.550000e+06    6.422774e-01
    6.574100e+06    7.245067e-01
    6.599200e+06    8.042916e-01
    6.612000e+06    8.335170e-01
    6.624800e+06    8.509127e-01
    6.637700e+06    8.570612e-01
    6.650500e+06    8.528728e-01
    6.656600e+06    8.704484e-01
    6.662700e+06    9.123601e-01
    6.668800e+06    9.463691e-01
    6.674969e+06    9.397183e-01
    6.682900e+06    9.016873e-01
    6.691100e+06    8.803573e-01
    6.700000e+06    8.713436e-01
    6.707300e+06    8.697107e-01
    6.725000e+06    8.809444e-01
    6.726500e+06    8.808554e-01
    6.740975e+06    8.964752e-01
    6.745800e+06    8.968325e-01
    6.765000e+06    9.254560e-01
    6.784300e+06    9.839100e-01
    6.791700e+06    1.051161e+00
    6.800000e+06    1.173646e+00
    6.806600e+06    1.266601e+00
    6.814000e+06    1.311926e+00
    6.819100e+06    1.286565e+00
    6.824200e+06    1.219753e+00
    6.834300e+06    1.026979e+00
    6.844400e+06    8.243521e-01
    6.849500e+06    7.508884e-01
    6.854600e+06    7.085770e-01
    6.870000e+06    6.566583e-01
    6.873500e+06    6.489187e-01
    6.892400e+06    6.300036e-01
    6.900000e+06    6.295438e-01
    6.911300e+06    6.258609e-01
    6.919864e+06    6.289198e-01
    6.920750e+06    6.327177e-01
    6.935100e+06    7.066880e-01
    6.940000e+06    7.322163e-01
    6.963300e+06    7.383618e-01
    6.979900e+06    7.525078e-01
    6.996400e+06    7.828321e-01
    7.000000e+06    7.868681e-01
    7.005800e+06    7.857206e-01
    7.025000e+06    8.195592e-01
    7.033600e+06    8.444242e-01
    7.047600e+06    8.754342e-01
    7.061500e+06    8.854068e-01
    7.074150e+06    8.746330e-01
    7.086800e+06    8.554582e-01
    7.112200e+06    8.253198e-01
    7.128700e+06    8.132840e-01
    7.145100e+06    8.128718e-01
    7.149225e+06    8.240173e-01
    7.161600e+06    8.437704e-01
    7.169800e+06    8.844424e-01
    7.178100e+06    9.499053e-01
    7.183100e+06    1.052602e+00
    7.188200e+06    1.213584e+00
    7.193300e+06    1.360963e+00
    7.198300e+06    1.422676e+00
    7.200300e+06    1.413206e+00
    7.206300e+06    1.408476e+00
    7.214400e+06    1.346333e+00
    7.222400e+06    1.259627e+00
    7.230400e+06    1.181257e+00
    7.244300e+06    1.108354e+00
    7.250000e+06    1.101267e+00
    7.258300e+06    1.067880e+00
    7.275000e+06    1.033057e+00
    7.286200e+06    9.934225e-01
    7.297100e+06    9.738225e-01
    7.308100e+06    9.924761e-01
    7.319100e+06    1.018703e+00
    7.330100e+06    1.022480e+00
    7.339800e+06    1.001407e+00
    7.349500e+06    9.645988e-01
    7.359200e+06    9.130652e-01
    7.368900e+06    8.377948e-01
    7.373100e+06    8.332391e-01
    7.377350e+06    8.709026e-01
    7.381600e+06    9.157625e-01
    7.385800e+06    9.298745e-01
    7.407150e+06    8.731357e-01
    7.428500e+06    8.202550e-01
    7.450000e+06    7.853911e-01
    7.472500e+06    7.890735e-01
    7.480000e+06    7.945911e-01
    7.513700e+06    8.108929e-01
    7.550000e+06    8.405757e-01
    7.559375e+06    8.376822e-01
    7.575000e+06    8.365925e-01
    7.587500e+06    8.407967e-01
    7.600000e+06    8.513359e-01
    7.620600e+06    8.498496e-01
    7.650000e+06    8.607008e-01
    7.684800e+06    8.977026e-01
    7.750000e+06    9.827448e-01
    7.767500e+06    9.909580e-01
    7.808900e+06    1.001542e+00
    7.820000e+06    9.994665e-01
    7.850300e+06    1.062219e+00
    7.869700e+06    1.055223e+00
    7.889100e+06    9.996649e-01
    7.909300e+06    9.089184e-01
    7.944000e+06    7.549818e-01
    7.960100e+06    6.912698e-01
    7.976100e+06    6.373928e-01
    7.992200e+06    6.090898e-01
    8.000700e+06    6.271673e-01
    8.005800e+06    6.123947e-01
    8.010800e+06    6.037269e-01
    8.015900e+06    6.028930e-01
    8.021187e+06    6.112681e-01
    8.030000e+06    6.339759e-01
    8.050000e+06    6.462767e-01
    8.078400e+06    6.735168e-01
    8.103550e+06    7.155400e-01
    8.107100e+06    7.210315e-01
    8.150000e+06    8.326613e-01
    8.169200e+06    8.747380e-01
    8.202500e+06    9.078670e-01
    8.235900e+06    9.112398e-01
    8.241925e+06    9.061682e-01
    8.260000e+06    8.833924e-01
    8.269300e+06    8.863044e-01
    8.302350e+06    8.736774e-01
    8.304700e+06    8.733920e-01
    8.345100e+06    8.437128e-01
    8.355000e+06    8.335800e-01
    8.360000e+06    8.277788e-01
    8.380000e+06    7.986284e-01
    8.400000e+06    7.921554e-01
    8.450000e+06    7.560946e-01
    8.460000e+06    7.436204e-01
    8.481200e+06    7.340207e-01
    8.516300e+06    7.211525e-01
    8.551300e+06    7.175359e-01
    8.578694e+06    7.375419e-01
    8.600000e+06    7.743981e-01
    8.607100e+06    7.768331e-01
    8.630000e+06    8.000758e-01
    8.634900e+06    8.074455e-01
    8.650000e+06    8.355214e-01
    8.660000e+06    8.517245e-01
    8.680000e+06    8.721667e-01
    8.700000e+06    9.060708e-01
    8.705900e+06    9.137768e-01
    8.727400e+06    9.250893e-01
    8.751850e+06    9.086835e-01
    8.760000e+06    9.055278e-01
    8.780000e+06    8.605627e-01
    8.802100e+06    8.330225e-01
    8.828700e+06    7.805923e-01
    8.860000e+06    6.704946e-01
    8.874800e+06    6.264531e-01
    8.880000e+06    6.205967e-01
    8.894200e+06    6.201666e-01
    8.913600e+06    6.371345e-01
    8.931500e+06    6.552561e-01
    8.950000e+06    6.753393e-01
    8.960000e+06    6.897284e-01
    8.966000e+06    6.890314e-01
    8.982400e+06    6.956957e-01
    8.998900e+06    7.068615e-01
    9.002130e+06    7.298761e-01
    9.013530e+06    7.107422e-01
    9.024930e+06    7.536925e-01
    9.036330e+06    8.121017e-01
    9.047730e+06    8.390346e-01
    9.056595e+06    8.193409e-01
    9.065460e+06    7.773857e-01
    9.074330e+06    7.322766e-01
    9.083200e+06    7.036353e-01
    9.100000e+06    6.752964e-01
    9.150000e+06    6.384013e-01
    9.160000e+06    6.217846e-01
    9.201010e+06    5.856279e-01
    9.210000e+06    5.814621e-01
    9.238125e+06    5.830495e-01
    9.241250e+06    5.839177e-01
    9.260000e+06    5.982733e-01
    9.279550e+06    6.072030e-01
    9.318820e+06    6.467594e-01
    9.360000e+06    7.079129e-01
    9.397360e+06    7.856928e-01
    9.404960e+06    7.898422e-01
    9.409710e+06    7.829367e-01
    9.420160e+06    7.525353e-01
    9.427760e+06    7.409842e-01
    9.450000e+06    7.319810e-01
    9.459430e+06    7.341724e-01
    9.500000e+06    7.335511e-01
    9.525000e+06    7.340561e-01
    9.550000e+06    7.396498e-01
    9.573040e+06    7.314085e-01
    9.611440e+06    7.025798e-01
    9.630440e+06    6.941337e-01
    9.650000e+06    6.926835e-01
    9.676462e+06    7.070507e-01
    9.755850e+06    7.581940e-01
    9.797650e+06    7.794051e-01
    9.830369e+06    7.758169e-01
    9.850000e+06    7.620622e-01
    9.892660e+06    7.269897e-01
    9.924330e+06    7.222103e-01
    9.987165e+06    7.510451e-01
    1.005000e+07    7.846794e-01
    1.006370e+07    7.938551e-01
    1.013330e+07    8.323041e-01
    1.020300e+07    8.527505e-01
    1.025000e+07    8.526050e-01
    1.026000e+07    8.526541e-01
    1.030000e+07    8.373927e-01
    1.031700e+07    8.321183e-01
    1.037400e+07    8.067469e-01
    1.043100e+07    7.880358e-01
    1.054500e+07    7.690558e-01
    1.065900e+07    7.533327e-01
    1.066920e+07    7.535311e-01
    1.067930e+07    7.581223e-01
    1.068940e+07    7.689310e-01
    1.069960e+07    7.877522e-01
    1.070970e+07    7.843162e-01
    1.071990e+07    7.498326e-01
    1.073000e+07    7.180919e-01
    1.074010e+07    7.229988e-01
    1.075000e+07    7.507740e-01
    1.076670e+07    7.950623e-01
    1.079330e+07    8.399154e-01
    1.081990e+07    8.665516e-01
    1.085540e+07    8.913437e-01
    1.086430e+07    8.948167e-01
    1.087310e+07    8.934396e-01
    1.088200e+07    8.847426e-01
    1.090730e+07    8.892095e-01
    1.093270e+07    9.498665e-01
    1.095800e+07    1.024493e+00
    1.098330e+07    1.070860e+00
    1.100000e+07    1.088734e+00
