Energy(eV),lambda(m)
0.0004581549,0.0008265794319526438
0.0005053618,0.0008675010396793351
0.0005053618,0.0008675010396793351
0.0005574328,0.0009103761606581793
0.0006148689,0.0009542540653432763
0.0006148689,0.0009552850171513355
0.0006782232,0.0010023815423945872
0.0006782232,0.0010023815423945872
0.0007481052,0.001051684973843883
0.0008251877,0.0011020913575389751
0.0008251877,0.0011032821184498445
0.0009102125,0.001156042406235367
0.0009102125,0.0011572599520566684
0.001003998,0.0012124630052172593
0.001107447,0.0012714404933039135
0.001107447,0.0012714404933039135
0.001221555,0.001333144949884058
0.00134742,0.0013960935314690512
0.00134742,0.0013975800573678928
0.001486254,0.0014633314600652758
0.001486254,0.0014648302349019877
0.001639393,0.001533467112141511
0.001808311,0.001606668358592482
0.001808311,0.001606668358592482
0.001994634,0.0016829133174202128
0.001994634,0.0016829133174202128
0.002215676,0.0017680474339804274
0.002461091,0.0018549737605403635
0.002461091,0.001856778484158242
0.002733824,0.0019474654491532905
0.002733824,0.0019474654491532905
0.003036632,0.002043752985502433
0.003036632,0.002043752985502433
0.003373145,0.0021439414322457955
0.003746766,0.0022458301726619788
0.003746766,0.0022479348464715058
0.004161974,0.002353707597505507
0.004161974,0.002353707597505507
0.004622969,0.002465325819493212
0.004622969,0.002465325819493212
0.005135276,0.0025784569526560628
0.005704077,0.0026974331195624545
0.005704077,0.0026974331195624545
0.00633619,0.0028175519778898743
0.00633619,0.002820003624653425
0.007038008,0.002943440058449701
0.007038008,0.002943440058449701
0.007817946,0.0030724992851136265
0.008683888,0.0032018138484912043
0.008683888,0.0032018138484912043
0.009646218,0.003336383440170952
0.009646218,0.003336383440170952
0.01079025,0.0034794319836364542
0.01079025,0.0034794319836364542
0.01206996,0.0036273292805658382
0.01206996,0.0036273292805658382
0.01350144,0.003773853469664081
0.01350144,0.003773853469664081
0.0151027,0.003921147848351344
0.01689386,0.004071807040690992
0.01689386,0.004071807040690992
0.01902982,0.004228056653086138
0.01902982,0.004228056653086138
0.02143689,0.0043829219038644136
0.02143689,0.004386163260617128
0.02414725,0.004538880222960003
0.02414725,0.004538880222960003
0.0253,0.0045985095787233355
0.02869982,0.004755246372697494
0.02869982,0.004755246372697494
0.03255651,0.004907090365079307
0.03255651,0.00491033756207558
0.03719198,0.005064558624030472
0.03719198,0.005064558624030472
0.03719198,0.005064558624030472
0.04248537,0.005211352032249595
0.04248537,0.005211352032249595
0.0488745,0.005357108345224109
0.0488745,0.005360186081340343
0.05662107,0.005503010694412095
0.05662107,0.005503010694412095
0.05662107,0.005503010694412095
0.06605495,0.005640673468723039
0.06605495,0.005640673468723039
0.06605495,0.005640673468723039
0.07760042,0.005771321442127282
0.07760042,0.005771321442127282
0.09180696,0.0058934226756798954
0.09180696,0.0058962694268048866
0.09180696,0.0058962694268048866
0.1101467,0.006012913771700345
0.1101467,0.006012913771700345
0.1101467,0.006012913771700345
0.1340144,0.006121451246229738
0.1340144,0.006121451246229738
0.1340144,0.006121451246229738
0.1340144,0.006121451246229738
0.1665209,0.006222968697025613
0.1665209,0.006222968697025613
0.1665209,0.006222968697025613
0.1665209,0.006222968697025613
0.2127812,0.006319258566873519
0.2127812,0.006319258566873519
0.2127812,0.006319258566873519
0.2127812,0.006319258566873519
0.2796325,0.006402659572095716
0.2796325,0.006402659572095716
0.2796325,0.006402659572095716
0.2796325,0.006402659572095716
0.2796325,0.006402659572095716
0.3832425,0.006476670000787985
0.3832425,0.006476670000787985
0.3832425,0.006476670000787985
0.3832425,0.006476670000787985
0.3832425,0.006476670000787985
0.3832425,0.006476670000787985
0.5594349,0.0065425645611863915
0.5594349,0.0065425645611863915
0.5594349,0.0065425645611863915
0.5594349,0.0065425645611863915
0.5594349,0.0065425645611863915
0.5594349,0.0065425645611863915
0.5594349,0.0065425645611863915
0.8758848,0.006598133410274504
0.8758848,0.006598133410274504
0.8758848,0.006598133410274504
0.8758848,0.006598133410274504
0.8758848,0.006598133410274504
0.8758848,0.0065994727477550795
0.8758848,0.0065994727477550795
0.8758848,0.0065994727477550795
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
1.502114,0.0066398470156999465
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
3.457067,0.006671740076256072
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
12.19816,0.00669620610045782
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
6718.613,0.006974027346526444
15680.82,0.007321905953446039
15680.82,0.007321905953446039
15680.82,0.007321905953446039
15680.82,0.007321905953446039
15680.82,0.007321905953446039
15680.82,0.007321905953446039
15680.82,0.007321905953446039
15680.82,0.007321905953446039
15680.82,0.007321905953446039
15680.82,0.007321905953446039
25571.29,0.007697704441642105
25571.29,0.007697704441642105
25571.29,0.007697704441642105
25571.29,0.007697704441642105
25571.29,0.007697704441642105
25571.29,0.007697704441642105
25571.29,0.007697704441642105
36808.18,0.00811209058754812
36808.18,0.00811209058754812
36808.18,0.00811209058754812
36808.18,0.00811209058754812
36808.18,0.00811209058754812
47365.45,0.008489071417143966
47365.45,0.008489071417143966
47365.45,0.008489071417143966
47365.45,0.008542439258442114
57765.48,0.008908215237807523
57765.48,0.008908215237807523
57765.48,0.008908215237807523
67318.55,0.009234394412119738
67318.55,0.009234394412119738
81700.95,0.009713669077018938
81700.95,0.009713669077018938
81700.95,0.009713669077018938
81700.95,0.009713669077018938
97335.24,0.010213214549059301
97335.24,0.010213214549059301
113125.7,0.010700490951733666
113125.7,0.010700490951733666
113125.7,0.010700490951733666
130000.0,0.011202561337387814
130000.0,0.011249390300516048
145417.8,0.011685264056812824
145417.8,0.011685264056812824
163401.9,0.012186393341638808
163401.9,0.012186393341638808
183827.1,0.012759241447501898
204252.4,0.01328210653196893
204252.4,0.01328210653196893
224677.6,0.013807882263709714
224677.6,0.013807882263709714
246091.7,0.01431427805434303
267388.0,0.014807380779795877
292018.9,0.01533079259400949
292018.9,0.015311310587361397
322257.3,0.015885558845763512
322257.3,0.015774108681798783
354594.3,0.01616434600625916
354594.3,0.015521344367604302
402821.6,0.014432779322797865
446207.6,0.010920540533493464
446207.6,0.01219237915466601
493639.4,0.016554156959652875
493639.4,0.01818645916971298
557759.5,0.019870884690172477
557759.5,0.02023029054238492
608464.9,0.021212193839368204
663820.2,0.022236672263159837
663820.2,0.022476151621639524
714883.3,0.023265537575444174
771311.6,0.024063434822605242
834339.6,0.024815849278095103
834339.6,0.02428432796039669
918106.8,0.023218290122764117
1000000.0,0.018432900191072243
1000000.0,0.021350104875719766
1115519.0,0.02631265505555068
1216930.0,0.028803490544878758
1216930.0,0.028707399368829087
1327640.0,0.024681341062303373
1429767.0,0.031959811094859125
1542623.0,0.034023027323154584
1542623.0,0.03478555563989469
1668679.0,0.03654526504357414
1838271.0,0.03891177502725965
1838271.0,0.03261417319343528
2000000.0,0.040643063989552676
2231038.0,0.04407902663087505
2231038.0,0.048133743156783926
2433860.0,0.05053273350036772
2636681.0,0.0497965021580425
2636681.0,0.04971096573778862
2859533.0,0.05147720782272332
3063785.0,0.049937798913367415
3290929.0,0.04023942623036324
3545943.0,0.04153804726869666
3545943.0,0.041654588683032616
3880795.0,0.048767602353771304
4200000.0,0.05245878317085684
4632449.0,0.056075405483725416
4632449.0,0.06645934468171281
5070541.0,0.0714059517009702
5476184.0,0.07297048557907108
5476184.0,0.06087675142242305
5881828.0,0.07747901964830847
6287471.0,0.0816361380835696
6693114.0,0.08251555916293253
7098757.0,0.08410264814098137
7605812.0,0.08559225213662648
8112866.0,0.09589603463559752
8619920.0,0.09231321827306221
9126974.0,0.09026788924997878
9634028.0,0.0947886808685642
10284150.0,0.09232225065803079
10798360.0,0.09711341025342807
11500000.0,0.08876089494326707
12169300.0,0.09780268631636074
13000000.0,0.09781838612523065
13883610.0,0.0988630097315355
14600940.0,0.09974417142660681
15643870.0,0.10422519604433005
16454650.0,0.10816502894379047
17483060.0,0.10893056368694679
18772640.0,0.11265901005993482
19815570.0,0.11493771019741865
21000000.0,0.11682988219564583
22310380.0,0.11949687417615937
23826150.0,0.122449739526825
25000000.0,0.12494900455710625
26869080.0,0.12878650272052908
28395030.0,0.13218579490817542
30333900.0,0.13628985277396616
31864290.0,0.1403271402226893
33922120.0,0.14527389708683064
35979850.0,0.1506456355556433
38037470.0,0.15826859235239618
40660680.0,0.16434287762782154
42988370.0,0.17158373575646366
45623600.0,0.18015494971970586
48989790.0,0.1901403816676307
51709580.0,0.19845745040687174
55265160.0,0.20910433177161852
58403770.0,0.22101775193727913
62000000.0,0.2349275803639943
65909230.0,0.2512194132245546
69932250.0,0.2659047559686602
74000000.0,0.2805578406082656
79181310.0,0.2967747945078203
83295300.0,0.31463700208190987
88642450.0,0.3333670886596825
94000000.0,0.35576786245215225
100391600.0,0.3830711624760078
