0,coeff1,coeff2,coeff3,coeff4,coeff5,coeff6,coeff7,coeff8,coeff9,coeff10
2321000.0,0.054013,0.34467,-0.033636,0.045511,0.0019604,-0.0001498,0.0,0.0,0.0,0.0
2322000.0,0.05499,0.34932,-0.035119,0.047207,0.0020193,-0.0001555,0.0,0.0,0.0,0.0
2323000.0,0.05606,0.35391,-0.036695,0.049006,0.0020816,-0.00016154,0.0,0.0,0.0,0.0
2324000.0,0.057231,0.35839,-0.03837,0.050915,0.0021474,-0.00016796,0.0,0.0,0.0,0.0
2325000.0,0.058512,0.36271,-0.040151,0.052939,0.0022169,-0.00017476,0.0,0.0,0.0,0.0
2326000.0,0.059913,0.36684,-0.042044,0.055084,0.0022903,-0.00018197,0.0,0.0,0.0,0.0
2327000.0,0.061442,0.37071,-0.044055,0.057357,0.0023676,-0.00018961,0.0,0.0,0.0,0.0
2328000.0,0.06311,0.37426,-0.04619,0.059762,0.0024491,-0.00019769,0.0,0.0,0.0,0.0
2329000.0,0.064928,0.37741,-0.048453,0.062305,0.0025346,-0.00020624,0.0,0.0,0.0,0.0
2330000.0,0.066906,0.38009,-0.05085,0.064988,0.0026244,-0.00021527,0.0,0.0,0.0,0.0
2331000.0,0.069055,0.38218,-0.053385,0.067815,0.0027183,-0.00022478,0.0,0.0,0.0,0.0
2332000.0,0.071385,0.38358,-0.05606,0.070787,0.0028163,-0.00023479,0.0,0.0,0.0,0.0
2333000.0,0.073905,0.38418,-0.058875,0.073902,0.0029182,-0.00024527,0.0,0.0,0.0,0.0
2334000.0,0.076625,0.38383,-0.06183,0.077155,0.0030237,-0.00025624,0.0,0.0,0.0,0.0
2335000.0,0.07955,0.38238,-0.064919,0.080541,0.0031324,-0.00026765,0.0,0.0,0.0,0.0
2336000.0,0.082685,0.3797,-0.068136,0.084046,0.0032437,-0.00027947,0.0,0.0,0.0,0.0
2337000.0,0.08603,0.3756,-0.071467,0.087656,0.0033569,-0.00029165,0.0,0.0,0.0,0.0
2338000.0,0.089583,0.36991,-0.074896,0.091347,0.0034711,-0.00030412,0.0,0.0,0.0,0.0
2339000.0,0.093334,0.36248,-0.078401,0.095093,0.0035851,-0.00031678,0.0,0.0,0.0,0.0
2340000.0,0.09727,0.35313,-0.081952,0.098857,0.0036977,-0.00032951,0.0,0.0,0.0,0.0
2341000.0,0.10137,0.34172,-0.085516,0.1026,0.0038072,-0.00034219,0.0,0.0,0.0,0.0
2342000.0,0.1056,0.32812,-0.08905,0.10627,0.0039119,-0.00035464,0.0,0.0,0.0,0.0
2343000.0,0.10992,0.31223,-0.092506,0.10982,0.0040099,-0.00036668,0.0,0.0,0.0,0.0
2344000.0,0.1143,0.29402,-0.095833,0.11318,0.004099,-0.00037812,0.0,0.0,0.0,0.0
2345000.0,0.11867,0.2735,-0.098972,0.11629,0.0041772,-0.00038873,0.0,0.0,0.0,0.0
2346000.0,0.12297,0.25073,-0.10186,0.11908,0.0042425,-0.0003983,0.0,0.0,0.0,0.0
2347000.0,0.12714,0.22588,-0.10445,0.1215,0.0042927,-0.00040661,0.0,0.0,0.0,0.0
2348000.0,0.13112,0.19915,-0.10667,0.12349,0.0043262,-0.00041347,0.0,0.0,0.0,0.0
2349000.0,0.13482,0.17084,-0.10849,0.12498,0.0043418,-0.0004187,0.0,0.0,0.0,0.0
2350000.0,0.1382,0.1413,-0.10985,0.12595,0.0043383,-0.00042217,0.0,0.0,0.0,0.0
2351000.0,0.14119,0.11094,-0.11073,0.12637,0.0043155,-0.0004238,0.0,0.0,0.0,0.0
2352000.0,0.14374,0.080184,-0.11111,0.12623,0.0042735,-0.00042355,0.0,0.0,0.0,0.0
2353000.0,0.14583,0.049488,-0.111,0.12553,0.004213,-0.00042143,0.0,0.0,0.0,0.0
2354000.0,0.14743,0.019284,-0.1104,0.1243,0.0041352,-0.00041752,0.0,0.0,0.0,0.0
2355000.0,0.14854,-0.010025,-0.10934,0.12257,0.0040418,-0.00041194,0.0,0.0,0.0,0.0
2357000.0,0.14933,-0.064585,-0.10601,0.11784,0.0038165,-0.00039642,0.0,0.0,0.0,0.0
2358000.0,0.14907,-0.089305,-0.10384,0.11494,0.0036891,-0.00038687,0.0,0.0,0.0,0.0
2359000.0,0.14841,-0.11208,-0.10139,0.11178,0.0035549,-0.00037642,0.0,0.0,0.0,0.0
2360000.0,0.1474,-0.13281,-0.098731,0.10841,0.0034162,-0.00036527,0.0,0.0,0.0,0.0
2361000.0,0.14609,-0.15146,-0.09591,0.1049,0.0032751,-0.00035362,0.0,0.0,0.0,0.0
2362000.0,0.14453,-0.16804,-0.092978,0.1013,0.0031332,-0.00034166,0.0,0.0,0.0,0.0
2363000.0,0.14276,-0.18262,-0.089979,0.097665,0.0029922,-0.00032955,0.0,0.0,0.0,0.0
2364000.0,0.14083,-0.19528,-0.086952,0.094029,0.0028535,-0.00031744,0.0,0.0,0.0,0.0
2365000.0,0.13876,-0.20613,-0.08393,0.09043,0.002718,-0.00030544,0.0,0.0,0.0,0.0
2366000.0,0.13661,-0.2153,-0.080942,0.086898,0.0025867,-0.00029365,0.0,0.0,0.0,0.0
2367000.0,0.1344,-0.22293,-0.078011,0.083455,0.00246,-0.00028216,0.0,0.0,0.0,0.0
2368000.0,0.13215,-0.22916,-0.075154,0.08012,0.0023386,-0.00027102,0.0,0.0,0.0,0.0
2370000.0,0.12765,-0.23798,-0.069713,0.073818,0.002112,-0.00024995,0.0,0.0,0.0,0.0
2375000.0,0.11699,-0.24441,-0.057966,0.060406,0.0016414,-0.00020504,0.0,0.0,0.0,0.0
2380000.0,0.10784,-0.23779,-0.04884,0.050148,0.0012909,-0.00017064,0.0,0.0,0.0,0.0
2390000.0,0.094177,-0.21108,-0.036608,0.036592,0.00083805,-0.00012513,0.0,0.0,0.0,0.0
2400000.0,0.085155,-0.18295,-0.029419,0.028697,0.00057643,-9.862e-05,0.0,0.0,0.0,0.0
2410000.0,0.079054,-0.15883,-0.025003,0.023836,0.00041206,-8.2316e-05,0.0,0.0,0.0,0.0
2420000.0,0.074789,-0.1391,-0.022165,0.020668,0.00029965,-7.1711e-05,0.0,0.0,0.0,0.0
2430000.0,0.07172,-0.12307,-0.02027,0.018496,0.00021671,-6.4465e-05,0.0,0.0,0.0,0.0
2440000.0,0.069464,-0.10999,-0.018967,0.016942,0.0001514,-5.9299e-05,0.0,0.0,0.0,0.0
2450000.0,0.067785,-0.099213,-0.018051,0.015789,9.7181e-05,-5.5474e-05,0.0,0.0,0.0,0.0
2460000.0,0.066529,-0.090243,-0.017396,0.014904,5.0217e-05,-5.2547e-05,0.0,0.0,0.0,0.0
2470000.0,0.065595,-0.082707,-0.016922,0.014206,0.0,-5.0237e-05,0.0,0.0,0.0,0.0
2480000.0,0.064914,-0.076318,-0.016576,0.01364,-3.0373e-05,-4.836e-05,0.0,0.0,0.0,0.0
2490000.0,0.064436,-0.070857,-0.016321,0.013171,-6.6413e-05,-4.6791e-05,0.0,0.0,0.0,0.0
2500000.0,0.064126,-0.066155,-0.016131,0.012773,-0.00010057,-4.5443e-05,0.0,0.0,0.0,0.0
2520000.0,0.063911,-0.058524,-0.015876,0.012121,-0.00016479,-4.3174e-05,0.0,0.0,0.0,0.0
2540000.0,0.064129,-0.052655,-0.015708,0.011592,-0.00022508,-4.1222e-05,0.0,0.0,0.0,0.0
2560000.0,0.064696,-0.048044,-0.015565,0.01113,-0.00028237,-3.9388e-05,0.0,0.0,0.0,0.0
2580000.0,0.065561,-0.044344,-0.015404,0.010702,-0.00033706,-3.7544e-05,0.0,0.0,0.0,0.0
2600000.0,0.066691,-0.041307,-0.015191,0.010287,-0.00038917,-3.5598e-05,0.0,0.0,0.0,0.0
2650000.0,0.070564,-0.035494,-0.014257,0.0092037,-0.0005067,-2.9845e-05,0.0,0.0,0.0,0.0
2700000.0,0.075848,-0.030727,-0.012432,0.0079318,-0.00060004,-2.2119e-05,0.0,0.0,0.0,0.0
2750000.0,0.082565,-0.025535,-0.0092765,0.0063444,-0.00065732,-1.1568e-05,0.0,0.0,0.0,0.0
2800000.0,0.090916,-0.01847,-0.0042307,0.0043237,-0.00066067,0.0,0.0,0.0,0.0,0.0
2850000.0,0.10218,-0.0075741,0.0034365,0.0017642,-0.00058386,2.1854e-05,0.0,0.0,0.0,0.0
2860000.0,0.10552,-0.004601,0.0053601,0.0011877,-0.00055533,2.6311e-05,0.0,0.0,0.0,0.0
2870000.0,0.11039,-0.0010859,0.0074261,0.00060375,-0.00052052,3.0932e-05,0.0,0.0,0.0,0.0
2880000.0,0.12164,0.0039889,0.0096134,7.6175e-05,-0.00047408,3.5427e-05,0.0,0.0,0.0,0.0
2882000.0,0.12698,0.0056917,0.010051,0.0,-0.00046097,3.6167e-05,0.0,0.0,0.0,0.0
2884000.0,0.13612,0.0082512,0.010468,-1.7013e-05,-0.00044375,3.6677e-05,0.0,0.0,0.0,0.0
2886000.0,0.15606,0.013394,0.010806,7.9624e-05,-0.00041535,3.6497e-05,0.0,0.0,0.0,0.0
2887000.0,0.17888,0.019327,0.010862,0.00025475,-0.00038826,3.5546e-05,0.0,0.0,0.0,0.0
2888000.0,0.23482,0.035379,0.010545,0.00067027,-0.00032914,3.2217e-05,0.0,0.0,0.0,0.0
2888200.0,0.25662,0.042354,0.010335,0.00079913,-0.00030745,3.0734e-05,0.0,0.0,0.0,0.0
2888400.0,0.28573,0.052411,0.01,0.00093062,-0.00027932,2.8638e-05,0.0,0.0,0.0,0.0
2888500.0,0.3039,0.059181,0.0097593,0.00098463,-0.00026222,2.7264e-05,0.0,0.0,0.0,0.0
2888600.0,0.32491,0.067573,0.0094484,0.0010142,-0.00024294,2.5607e-05,0.0,0.0,0.0,0.0
2888700.0,0.34876,0.078026,0.009045,0.00099309,-0.00022179,2.3623e-05,0.0,0.0,0.0,0.0
2888800.0,0.37458,0.090971,0.0085236,0.00087371,-0.0002001,2.1302e-05,0.0,0.0,0.0,0.0
2888900.0,0.39938,0.10652,0.0078662,0.00057295,-0.00018152,1.8751e-05,0.0,0.0,0.0,0.0
2889000.0,0.41568,0.12365,0.0070936,-3.87e-05,-0.00017419,1.638e-05,0.0,0.0,0.0,0.0
2889100.0,0.4089,0.13859,0.0063361,-0.001108,-0.00019268,1.5166e-05,0.0,0.0,0.0,0.0
2889200.0,0.36048,0.14367,0.0059041,-0.0026506,-0.00025343,1.6649e-05,0.0,0.0,0.0,0.0
2889300.0,0.26631,0.13132,0.0061646,-0.0043193,-0.00035583,2.178e-05,0.0,0.0,0.0,0.0
2889400.0,0.15434,0.10346,0.0071358,-0.0055167,-0.00046807,2.9234e-05,0.0,0.0,0.0,0.0
2889500.0,0.062558,0.071584,0.0083945,-0.0059594,-0.00055341,3.629e-05,0.0,0.0,0.0,0.0
2889600.0,0.0055843,0.045056,0.0095271,-0.0058343,-0.0006013,4.1391e-05,0.0,0.0,0.0,0.0
2889700.0,-0.022848,0.026286,0.010386,-0.0054444,-0.00062095,4.4539e-05,0.0,0.0,0.0,0.0
2889800.0,-0.033597,0.013947,0.010992,-0.0049876,-0.00062429,4.6309e-05,0.0,0.0,0.0,0.0
2890000.0,-0.03119,0.0010769,0.011707,-0.0041691,-0.00061116,4.7664e-05,0.0,0.0,0.0,0.0
2890500.0,0.00020771,-0.0062995,0.012345,-0.0029552,-0.00056623,4.746e-05,0.0,0.0,0.0,0.0
2891000.0,0.0242,-0.0060028,0.012564,-0.0023879,-0.00053567,4.6761e-05,0.0,0.0,0.0,0.0
2892000.0,0.051107,-0.0034907,0.012819,-0.0019051,-0.00050094,4.6015e-05,0.0,0.0,0.0,0.0
2894000.0,0.073717,8.5095e-05,0.01328,-0.0016486,-0.0004673,4.594e-05,0.0,0.0,0.0,0.0
2896000.0,0.083669,0.0022941,0.013764,-0.0016336,-0.00044746,4.653e-05,0.0,0.0,0.0,0.0
2898000.0,0.089362,0.0039269,0.014268,-0.0016932,-0.00043201,4.7363e-05,0.0,0.0,0.0,0.0
2900000.0,0.093126,0.0052817,0.014787,-0.0017858,-0.0004184,4.8316e-05,0.0,0.0,0.0,0.0
2950000.0,0.11597,0.032691,0.030667,-0.0055985,-7.0282e-05,8.0085e-05,0.0,0.0,0.0,0.0
3000000.0,0.12688,0.073558,0.053366,-0.01045,0.00047522,0.00012084,0.0,0.0,0.0,0.0
3005000.0,0.12602,0.0862,0.059532,-0.011827,0.00063119,0.00012827,0.0,0.0,0.0,0.0
3005500.0,0.12528,0.090244,0.061372,-0.01226,0.00067802,0.00013001,0.0,0.0,0.0,0.0
3006000.0,0.12378,0.097543,0.064556,-0.013011,0.00075889,0.00013278,0.0,0.0,0.0,0.0
3006100.0,0.12329,0.099821,0.065515,-0.013237,0.00078321,0.00013357,0.0,0.0,0.0,0.0
3006200.0,0.12268,0.10258,0.066657,-0.013505,0.00081212,0.00013449,0.0,0.0,0.0,0.0
3006300.0,0.12192,0.10601,0.068041,-0.013828,0.00084711,0.00013558,0.0,0.0,0.0,0.0
3006400.0,0.12095,0.11037,0.069757,-0.014226,0.0008904,0.0001369,0.0,0.0,0.0,0.0
3006500.0,0.11965,0.11612,0.071943,-0.014728,0.00094535,0.0001385,0.0,0.0,0.0,0.0
3006600.0,0.11784,0.12408,0.074819,-0.015379,0.0010173,0.00014051,0.0,0.0,0.0,0.0
3006700.0,0.11519,0.13575,0.078758,-0.016248,0.0011152,0.00014305,0.0,0.0,0.0,0.0
3006800.0,0.11093,0.15446,0.084398,-0.017436,0.0012536,0.00014615,0.0,0.0,0.0,0.0
3006900.0,0.10325,0.18851,0.092661,-0.018986,0.0014501,0.000149,0.0,0.0,0.0,0.0
3007000.0,0.086996,0.26201,0.10147,-0.019559,0.0016256,0.00014258,0.0,0.0,0.0,0.0
3007100.0,0.067867,0.36271,0.042398,0.0015334,-9.6217e-05,3.5214e-05,0.0,0.0,0.0,0.0
3007200.0,0.14353,0.035442,-0.066425,0.025506,-0.0027972,-3.2402e-05,0.0,0.0,0.0,0.0
3007300.0,0.15028,-0.0058302,-0.016297,0.0088957,-0.0013768,4.7566e-05,0.0,0.0,0.0,0.0
3007400.0,0.14575,0.010185,0.0089534,0.0015984,-0.0006951,7.8523e-05,0.0,0.0,0.0,0.0
3007500.0,0.14232,0.023608,0.021644,-0.0019117,-0.00035744,9.2739e-05,0.0,0.0,0.0,0.0
3007600.0,0.13999,0.033075,0.029061,-0.0039145,-0.00016162,0.00010065,0.0,0.0,0.0,0.0
3007700.0,0.13834,0.039895,0.033885,-0.005197,-3.4865e-05,0.00010565,0.0,0.0,0.0,0.0
3007800.0,0.13713,0.044994,0.037266,-0.0060854,5.3657e-05,0.00010908,0.0,0.0,0.0,0.0
3007900.0,0.13621,0.04894,0.039767,-0.0067366,0.00011896,0.00011158,0.0,0.0,0.0,0.0
3008000.0,0.13549,0.052083,0.041693,-0.0072344,0.00016915,0.0001135,0.0,0.0,0.0,0.0
3008200.0,0.13444,0.056781,0.044472,-0.0079463,0.00024142,0.00011624,0.0,0.0,0.0,0.0
3008400.0,0.13371,0.060139,0.046392,-0.0084327,0.0002912,0.00011813,0.0,0.0,0.0,0.0
3008600.0,0.13319,0.062675,0.047808,-0.0087878,0.00032783,0.00011953,0.0,0.0,0.0,0.0
3008800.0,0.1328,0.064671,0.048903,-0.0090599,0.00035612,0.00012063,0.0,0.0,0.0,0.0
3009000.0,0.13249,0.066294,0.049782,-0.0092764,0.00037878,0.00012152,0.0,0.0,0.0,0.0
3010000.0,0.13168,0.071487,0.05253,-0.009937,0.00044939,0.00012444,0.0,0.0,0.0,0.0
3015000.0,0.13145,0.081566,0.057693,-0.011051,0.00058451,0.0001333,0.0,0.0,0.0,0.0
3020000.0,0.13214,0.08784,0.060852,-0.01165,0.00066415,0.00013827,0.0,0.0,0.0,0.0
3040000.0,0.13547,0.11108,0.072131,-0.013539,0.00094787,0.0001569,0.0,0.0,0.0,0.0
3050000.0,0.13704,0.1233,0.077772,-0.014374,0.0010888,0.00016616,0.0,0.0,0.0,0.0
3060000.0,0.13849,0.13608,0.083461,-0.01514,0.0012293,0.00017539,0.0,0.0,0.0,0.0
3080000.0,0.14098,0.16323,0.094837,-0.016412,0.0015008,0.00019368,0.0,0.0,0.0,0.0
3100000.0,0.14289,0.19205,0.10584,-0.017214,0.0017402,0.0002116,0.0,0.0,0.0,0.0
3120000.0,0.14433,0.22166,0.11592,-0.017379,0.0019163,0.0002295,1.018e-05,0.0,0.0,0.0
3140000.0,0.14555,0.25085,0.12453,-0.016713,0.0019864,0.00024921,1.0743e-05,0.0,0.0,0.0
3160000.0,0.14721,0.2782,0.13126,-0.014946,0.0018829,0.00027686,1.1551e-05,0.0,0.0,0.0
3170000.0,0.14866,0.29073,0.13395,-0.01348,0.001724,0.00029918,1.223e-05,0.0,0.0,0.0
3180000.0,0.15115,0.30227,0.13643,-0.011383,0.0014369,0.00033576,1.3378e-05,0.0,0.0,0.0
3190000.0,0.15613,0.31266,0.13941,-0.0080341,0.00088753,0.00040775,1.5688e-05,0.0,0.0,0.0
3200000.0,0.17007,0.32168,0.14626,-0.00058269,-0.0004979,0.00060615,2.2144e-05,0.0,0.0,0.0
3201000.0,0.17294,0.32248,0.14769,0.00082794,-0.00076557,0.00064615,2.345e-05,0.0,0.0,0.0
3202000.0,0.17642,0.32325,0.14943,0.0025116,-0.0010838,0.00069412,2.5017e-05,0.0,0.0,0.0
3203000.0,0.18071,0.32398,0.15161,0.0045641,-0.0014685,0.00075262,2.6928e-05,0.0,0.0,0.0
3204000.0,0.18614,0.32465,0.1544,0.0071308,-0.0019434,0.0008254,2.9305e-05,0.0,0.0,0.0
3205000.0,0.19322,0.32525,0.1581,0.010443,-0.002544,0.00091815,3.2334e-05,0.0,0.0,0.0
3206000.0,0.20281,0.32572,0.16318,0.014891,-0.0033265,0.0010399,3.6308e-05,0.0,0.0,0.0
3207000.0,0.21641,0.32596,0.17055,0.021174,-0.0043829,0.0012053,4.1703e-05,0.0,0.0,0.0
3208000.0,0.237,0.32572,0.18195,0.030657,-0.0058676,0.0014395,4.9324e-05,0.0,0.0,0.0
3209000.0,0.27076,0.32435,0.20126,0.046233,-0.0080182,0.0017815,6.0409e-05,0.0,0.0,0.0
3210000.0,0.33026,0.31976,0.23714,0.073968,-0.010888,0.0022444,7.5242e-05,0.0,0.0,0.0
3210500.0,0.37313,0.31447,0.26499,0.094351,-0.011921,0.0024188,8.0578e-05,0.0,0.0,0.0
3211000.0,0.4122,0.3057,0.29465,0.11386,-0.010603,0.0022294,7.3713e-05,0.0,0.0,0.0
3211100.0,0.41591,0.30358,0.29889,0.11604,-0.0097262,0.0020953,6.9153e-05,0.0,0.0,0.0
3211200.0,0.41687,0.30143,0.30176,0.117,-0.0085588,0.0019153,6.3084e-05,0.0,0.0,0.0
3211300.0,0.41435,0.29933,0.30281,0.1164,-0.0070763,0.0016854,5.5378e-05,0.0,0.0,0.0
3211400.0,0.40772,0.29737,0.3016,0.11396,-0.0052724,0.0014044,4.6e-05,0.0,0.0,0.0
3211500.0,0.39652,0.29568,0.29778,0.10942,-0.0031673,0.001075,3.5056e-05,0.0,0.0,0.0
3211600.0,0.38059,0.29438,0.29113,0.1027,-0.00081246,0.00070538,2.2813e-05,0.0,0.0,0.0
3211700.0,0.36018,0.29355,0.28169,0.093885,0.0017092,0.00030825,0.0,0.0,0.0,0.0
3211800.0,0.33601,0.29328,0.26973,0.083269,0.0042909,-9.9614e-05,0.0,0.0,0.0,0.0
3211900.0,0.30911,0.29358,0.25577,0.071317,0.0068161,-0.00049982,-1.686e-05,0.0,0.0,0.0
3212000.0,0.2808,0.29441,0.24049,0.058607,0.0091753,-0.00087499,-2.9134e-05,0.0,0.0,0.0
3212200.0,0.22496,0.29739,0.20896,0.033237,0.013078,-0.0014992,-4.9447e-05,0.0,0.0,0.0
3212400.0,0.17651,0.30136,0.1801,0.010901,0.015678,-0.0019197,-6.2995e-05,0.0,0.0,0.0
3212600.0,0.13891,0.30557,0.15652,-0.0066823,0.017079,-0.0021509,-7.0311e-05,0.0,0.0,0.0
3212800.0,0.11195,0.3095,0.13865,-0.01949,0.017582,-0.0022397,-7.2963e-05,0.0,0.0,0.0
3213000.0,0.093704,0.31294,0.12575,-0.028322,0.0175,-0.0022348,-7.2572e-05,0.0,0.0,0.0
3213200.0,0.081957,0.31586,0.11672,-0.034152,0.017076,-0.0021745,-7.0399e-05,0.0,0.0,0.0
3213400.0,0.074802,0.3183,0.11055,-0.037835,0.016472,-0.0020849,-6.7292e-05,0.0,0.0,0.0
3213600.0,0.070797,0.32032,0.10643,-0.040026,0.015791,-0.001982,-6.3781e-05,0.0,0.0,0.0
3213800.0,0.068915,0.32201,0.10375,-0.041198,0.015092,-0.0018755,-6.0174e-05,0.0,0.0,0.0
3214000.0,0.068446,0.32342,0.10209,-0.04168,0.014408,-0.0017709,-5.6646e-05,0.0,0.0,0.0
3214200.0,0.068904,0.32461,0.10114,-0.041699,0.013756,-0.0016708,-5.3286e-05,0.0,0.0,0.0
3214400.0,0.069962,0.32563,0.10068,-0.041413,0.013145,-0.0015768,-5.0135e-05,0.0,0.0,0.0
3214600.0,0.071398,0.32651,0.10056,-0.040925,0.012576,-0.0014892,-4.7206e-05,0.0,0.0,0.0
3214800.0,0.07306,0.32727,0.10069,-0.040311,0.01205,-0.0014081,-4.4497e-05,0.0,0.0,0.0
3215000.0,0.074847,0.32794,0.10097,-0.039619,0.011565,-0.0013331,-4.1998e-05,0.0,0.0,0.0
3216000.0,0.083921,0.33036,0.10346,-0.035886,0.0096412,-0.0010362,-3.2121e-05,0.0,0.0,0.0
3217000.0,0.091696,0.33194,0.10617,-0.032533,0.0083181,-0.00083241,-2.5363e-05,0.0,0.0,0.0
3218000.0,0.09794,0.33312,0.10851,-0.029767,0.0073658,-0.00068647,-2.0532e-05,0.0,0.0,0.0
3219000.0,0.10295,0.33408,0.11043,-0.027503,0.006651,-0.00057768,-1.6936e-05,0.0,0.0,0.0
3220000.0,0.10701,0.33491,0.11199,-0.025629,0.0060952,-0.00049384,-1.4168e-05,0.0,0.0,0.0
3222000.0,0.11317,0.33634,0.11428,-0.022708,0.0052857,-0.00037366,-1.0206e-05,0.0,0.0,0.0
3224000.0,0.11761,0.33758,0.11582,-0.020519,0.0047211,-0.00029211,0.0,0.0,0.0,0.0
3226000.0,0.12096,0.3387,0.11684,-0.018795,0.0043008,-0.00023345,0.0,0.0,0.0,0.0
3228000.0,0.12361,0.33972,0.11751,-0.017379,0.0039724,-0.00018942,0.0,0.0,0.0,0.0
3230000.0,0.12576,0.34067,0.11792,-0.016178,0.0037057,-0.00015529,0.0,0.0,0.0,0.0
3235000.0,0.12979,0.34273,0.11821,-0.01377,0.0032039,-9.6733e-05,0.0,0.0,0.0,0.0
3240000.0,0.13272,0.34441,0.1178,-0.011862,0.0028358,-6.0308e-05,0.0,0.0,0.0,0.0
3245000.0,0.13506,0.34572,0.11694,-0.010232,0.0025387,-3.6092e-05,0.0,0.0,0.0,0.0
3250000.0,0.13707,0.3467,0.11578,-0.0087727,0.0022831,-1.9308e-05,0.0,0.0,0.0,0.0
3255000.0,0.1389,0.34735,0.11438,-0.0074252,0.0020528,0.0,0.0,0.0,0.0,0.0
3260000.0,0.14062,0.34769,0.11279,-0.0061561,0.0018389,0.0,0.0,0.0,0.0,0.0
3265000.0,0.14231,0.34773,0.11106,-0.0049453,0.0016357,0.0,0.0,0.0,0.0,0.0
3270000.0,0.14398,0.34748,0.10922,-0.0037801,0.0014397,1.203e-05,0.0,0.0,0.0,0.0
3275000.0,0.14567,0.34696,0.10727,-0.0026526,0.0012486,1.5291e-05,0.0,0.0,0.0,0.0
3280000.0,0.14739,0.34619,0.10525,-0.0015577,0.0010609,1.7598e-05,0.0,0.0,0.0,0.0
3285000.0,0.14915,0.34518,0.10317,-0.00049214,0.00087568,1.9191e-05,0.0,0.0,0.0,0.0
3290000.0,0.15097,0.34394,0.10105,0.00054607,0.00069215,2.0251e-05,0.0,0.0,0.0,0.0
3295000.0,0.15285,0.3425,0.098893,0.0015581,0.00050993,2.0925e-05,0.0,0.0,0.0,0.0
3300000.0,0.15479,0.34086,0.096719,0.0025448,0.00032873,2.1326e-05,0.0,0.0,0.0,0.0
3305000.0,0.1568,0.33905,0.094537,0.0035062,0.00014838,2.1552e-05,0.0,0.0,0.0,0.0
3310000.0,0.15887,0.33708,0.092358,0.0044428,-3.1202e-05,2.1682e-05,0.0,0.0,0.0,0.0
3312000.0,0.15972,0.33625,0.091489,0.0048104,-0.00010283,2.1724e-05,0.0,0.0,0.0,0.0
3314000.0,0.16057,0.3354,0.090623,0.005174,-0.00017435,2.1765e-05,0.0,0.0,0.0,0.0
3316000.0,0.16144,0.33452,0.08976,0.0055336,-0.00024575,2.1811e-05,0.0,0.0,0.0,0.0
3318000.0,0.16232,0.33363,0.0889,0.0058892,-0.00031704,2.1864e-05,0.0,0.0,0.0,0.0
3320000.0,0.16322,0.33272,0.088045,0.0062408,-0.00038822,2.1929e-05,0.0,0.0,0.0,0.0
3322000.0,0.16412,0.33179,0.087194,0.0065883,-0.00045928,2.2009e-05,0.0,0.0,0.0,0.0
3324000.0,0.16503,0.33084,0.086349,0.0069319,-0.00053023,2.2107e-05,0.0,0.0,0.0,0.0
3326000.0,0.16595,0.32987,0.085509,0.0072714,-0.00060107,2.2227e-05,0.0,0.0,0.0,0.0
3328000.0,0.16689,0.32889,0.084675,0.0076068,-0.00067179,2.2373e-05,0.0,0.0,0.0,0.0
3330000.0,0.16783,0.32789,0.083848,0.0079383,-0.00074239,2.2546e-05,0.0,0.0,0.0,0.0
3332000.0,0.16878,0.32688,0.083028,0.0082657,-0.00081288,2.2752e-05,0.0,0.0,0.0,0.0
3334000.0,0.16975,0.32586,0.082215,0.0085891,-0.00088325,2.2992e-05,0.0,0.0,0.0,0.0
3336000.0,0.17072,0.32482,0.08141,0.0089085,-0.0009535,2.3271e-05,0.0,0.0,0.0,0.0
3338000.0,0.1717,0.32377,0.080613,0.0092238,-0.0010236,2.3591e-05,0.0,0.0,0.0,0.0
3340000.0,0.1727,0.32272,0.079824,0.0095351,-0.0010937,2.3957e-05,0.0,0.0,0.0,0.0
3345000.0,0.17522,0.32003,0.077893,0.010296,-0.0012682,2.5093e-05,0.0,0.0,0.0,0.0
3350000.0,0.1778,0.31729,0.076023,0.011032,-0.0014421,2.6592e-05,0.0,0.0,0.0,0.0
3355000.0,0.18044,0.31451,0.074218,0.011743,-0.0016154,2.852e-05,0.0,0.0,0.0,0.0
3360000.0,0.18312,0.31169,0.072482,0.012429,-0.0017883,3.0954e-05,0.0,0.0,0.0,0.0
3370000.0,0.18863,0.30602,0.069238,0.013731,-0.0021332,3.7721e-05,0.0,0.0,0.0,0.0
3430000.0,0.19093,0.28221,0.05575,0.031395,-0.0045227,0.00043158,-2.3751e-05,1.0874e-07,0.0,0.0
3435000.0,0.19258,0.28076,0.058851,0.036145,-0.0055179,0.00062697,-3.7178e-05,1.0941e-07,0.0,0.0
3436000.0,0.19426,0.28085,0.060927,0.037578,-0.0055572,0.00070276,-4.2485e-05,1.0944e-07,0.0,0.0
3437000.0,0.19894,0.28157,0.064868,0.038896,-0.0050331,0.0008062,-4.9832e-05,1.0935e-07,0.0,0.0
3437500.0,0.20454,0.28266,0.068435,0.039134,-0.0040882,0.00087266,-5.465e-05,1.092e-07,0.0,0.0
3438000.0,0.21656,0.28553,0.074618,0.038443,-0.0017124,0.00095078,-6.0504e-05,1.0883e-07,0.0,0.0
3438500.0,0.24978,0.29662,0.088255,0.036379,0.0055321,0.0010302,-6.7184e-05,1.0727e-07,0.0,0.0
3439000.0,0.37735,0.39483,0.13048,0.085716,0.033551,0.00089857,-6.2192e-05,8.6594e-08,0.0,0.0
