0,coeff1,coeff2,coeff3,coeff4,coeff5,coeff6,coeff7,coeff8,coeff9,coeff10
1180000.0,-0.031303,0.22773,-0.027683,0.0052899,-0.00073744,0.0,0.0,0.0,0.0,0.0
1200000.0,-0.041632,0.21207,-0.035607,0.0053097,-0.00077388,0.0,0.0,0.0,0.0,0.0
1220000.0,-0.051052,0.19876,-0.045225,0.0052972,-0.00080412,0.0,0.0,0.0,0.0,0.0
1240000.0,-0.05496,0.18786,-0.056727,0.0052123,-0.00081839,0.0,0.0,0.0,0.0,0.0
1250000.0,-0.051043,0.1835,-0.062854,0.0051114,-0.00081275,0.0,0.0,0.0,0.0,0.0
1260000.0,-0.038612,0.18013,-0.068432,0.0049369,-0.00079172,0.0,0.0,0.0,0.0,0.0
1270000.0,-0.01107,0.17811,-0.071819,0.0046435,-0.00074736,0.0,0.0,0.0,0.0,0.0
1280000.0,0.041498,0.17793,-0.069685,0.0041719,-0.00067116,0.0,0.0,0.0,0.0,0.0
1285000.0,0.080593,0.17864,-0.064911,0.0038534,-0.00062014,0.0,0.0,0.0,0.0,0.0
1290000.0,0.12922,0.17987,-0.056641,0.0034806,-0.00056248,0.0,0.0,0.0,0.0,0.0
1295000.0,0.18646,0.18148,-0.044308,0.0030676,-0.00050255,0.0,0.0,0.0,0.0,0.0
1300000.0,0.24924,0.18321,-0.027883,0.0026434,-0.0004474,0.0,0.0,0.0,0.0,0.0
1305000.0,0.31214,0.18469,-0.0081888,0.0022503,-0.00040583,0.0,0.0,0.0,0.0,0.0
1310000.0,0.36845,0.18552,0.013067,0.0019339,-0.00038597,0.0,0.0,0.0,0.0,0.0
1315000.0,0.41222,0.18541,0.033703,0.0017284,-0.00039233,0.0,0.0,0.0,0.0,0.0
1320000.0,0.44017,0.18428,0.051753,0.0016449,-0.00042428,0.0,0.0,0.0,0.0,0.0
1325000.0,0.45234,0.18225,0.066018,0.0016712,-0.00047689,0.0,0.0,0.0,0.0,0.0
1330000.0,0.45128,0.17956,0.076201,0.0017807,-0.00054328,0.0,0.0,0.0,0.0,0.0
1340000.0,0.42383,0.17319,0.086132,0.0021333,-0.00069278,0.0,0.0,0.0,0.0,0.0
1350000.0,0.3824,0.16669,0.086945,0.0025269,-0.00083994,0.0,0.0,0.0,0.0,0.0
1360000.0,0.34043,0.16071,0.08337,0.0028826,-0.00097421,0.0,0.0,0.0,0.0,0.0
1370000.0,0.3029,0.15539,0.078121,0.0031807,-0.0010959,0.0,0.0,0.0,0.0,0.0
1380000.0,0.27083,0.15068,0.072507,0.0034243,-0.0012083,0.0,0.0,0.0,0.0,0.0
1390000.0,0.24382,0.14648,0.06709,0.0036227,-0.0013153,0.0,0.0,0.0,0.0,0.0
1400000.0,0.22107,0.1427,0.06208,0.003785,-0.0014201,0.0,0.0,0.0,0.0,0.0
1450000.0,0.14792,0.12779,0.043248,0.0042682,-0.0019919,1.8086e-05,0.0,0.0,0.0,0.0
1500000.0,0.10837,0.11646,0.030963,0.0044561,-0.0028385,3.6159e-05,0.0,0.0,0.0,0.0
1550000.0,0.082306,0.10653,0.02101,0.0044195,-0.0044579,8.7839e-05,0.0,0.0,0.0,0.0
1600000.0,0.061309,0.095845,0.0086048,0.0040001,-0.0091227,0.00036219,0.0,0.0,0.0,0.0
1620000.0,0.051804,0.089915,-0.00084953,0.0038108,-0.014997,0.0009856,0.0,0.0,0.0,0.0
1630000.0,0.044875,0.086097,-0.0087283,0.0043524,-0.021724,0.0021245,0.0,0.0,0.0,0.0
1640000.0,0.030919,0.085074,-0.016051,0.010086,-0.037101,0.0071316,0.0,0.0,0.0,0.0
1642000.0,0.025595,0.088014,-0.013228,0.01437,-0.042095,0.010044,0.0,0.0,0.0,0.0
1643000.0,0.022305,0.090919,-0.0095029,0.01768,-0.044708,0.012135,0.0,0.0,0.0,0.0
1644000.0,0.018519,0.09543,-0.0030442,0.022194,-0.047149,0.014843,0.0,0.0,0.0,0.0
1645000.0,0.014237,0.10234,0.0076499,0.028383,-0.048991,0.018362,0.0,0.0,0.0,0.0
1646000.0,0.0095984,0.11273,0.024766,0.036828,-0.049427,0.022897,0.0,0.0,0.0,0.0
1647000.0,0.0050701,0.12791,0.051111,0.048074,-0.047073,0.02856,0.0,0.0,0.0,0.0
1648000.0,0.0017058,0.14881,0.089176,0.062152,-0.039906,0.035106,0.0,0.0,0.0,0.0
1648500.0,0.00099445,0.16124,0.11265,0.06989,-0.033839,0.038431,0.0,0.0,0.0,0.0
1649000.0,0.0012752,0.17448,0.13835,0.077616,-0.025904,0.04151,0.0,0.0,0.0,0.0
1649500.0,0.0027723,0.18779,0.16501,0.084782,-0.016181,0.044061,0.0,0.0,0.0,0.0
1650000.0,0.0055994,0.2002,0.19086,0.090749,-0.0050434,0.045794,0.0,0.0,0.0,0.0
1650500.0,0.009695,0.21066,0.21385,0.094925,0.0068475,0.046481,0.0,0.0,0.0,0.0
1651000.0,0.014803,0.21831,0.23215,0.096919,0.018644,0.046022,0.0,0.0,0.0,0.0
1651500.0,0.020518,0.22266,0.24456,0.096646,0.029503,0.04448,0.0,0.0,0.0,0.0
1652000.0,0.026386,0.22372,0.25079,0.094337,0.038774,0.042063,0.0,0.0,0.0,0.0
1653000.0,0.037088,0.2179,0.24738,0.085497,0.051469,0.035741,0.0,0.0,0.0,0.0
1654000.0,0.04516,0.20602,0.2306,0.07435,0.057053,0.029108,0.0,0.0,0.0,0.0
1655000.0,0.050504,0.19253,0.20889,0.063602,0.057837,0.023305,0.0,0.0,0.0,0.0
1656000.0,0.053738,0.17982,0.18723,0.054363,0.056014,0.018637,0.0,0.0,0.0,0.0
1657000.0,0.055533,0.16874,0.16769,0.046807,0.053018,0.015013,0.0,0.0,0.0,0.0
1658000.0,0.056403,0.15937,0.15081,0.04074,0.049641,0.012227,0.0,0.0,0.0,0.0
1659000.0,0.056694,0.15156,0.1365,0.03588,0.046279,0.010081,0.0,0.0,0.0,0.0
1660000.0,0.056625,0.14503,0.1244,0.031969,0.04311,0.0084127,0.0,0.0,0.0,0.0
1665000.0,0.054289,0.12462,0.08594,0.020693,0.03113,0.0039667,0.0,0.0,0.0,0.0
1670000.0,0.051409,0.11428,0.06639,0.015689,0.023933,0.0022338,0.0,0.0,0.0,0.0
1675000.0,0.048728,0.10802,0.05479,0.012994,0.019323,0.0013922,0.0,0.0,0.0,0.0
1680000.0,0.046195,0.1037,0.04704,0.011319,0.016146,0.00090339,0.0,0.0,0.0,0.0
1685000.0,0.043425,0.10041,0.041133,0.01008,0.013797,0.00051942,0.0,0.0,0.0,0.0
1690000.0,0.11589,0.1169,0.12423,0.038183,0.017638,0.013466,0.0,0.0,0.0,0.0
1695000.0,0.042061,0.095717,0.035944,0.00938,0.010925,0.00064405,0.0,0.0,0.0,0.0
1700000.0,0.039632,0.09369,0.032841,0.0087789,0.009776,0.00045162,0.0,0.0,0.0,0.0
1720000.0,0.032364,0.08687,0.025386,0.0075541,0.0068857,0.00019991,0.0,0.0,0.0,0.0
1740000.0,0.025651,0.080252,0.020657,0.006824,0.0052277,0.00011213,0.0,0.0,0.0,0.0
1760000.0,0.018966,0.072296,0.016891,0.0061463,0.0040784,6.9325e-05,0.0,0.0,0.0,0.0
1780000.0,0.012437,0.060797,0.013297,0.005225,0.0031059,4.5461e-05,0.0,0.0,0.0,0.0
1800000.0,0.0077815,0.04008,0.0088614,0.003361,0.0019369,3.1936e-05,0.0,0.0,0.0,0.0
1820000.0,0.021786,0.0020664,-0.0016436,-0.0039951,-0.0012803,2.9216e-05,0.0,0.0,0.0,0.0
1822000.0,0.0279,0.0048399,-0.0039983,-0.0058921,-0.00206,3.002e-05,0.0,0.0,0.0,0.0
1824000.0,0.035909,0.018081,-0.0067852,-0.0081656,-0.0029917,3.0861e-05,0.0,0.0,0.0,0.0
1826000.0,0.045209,0.052967,-0.0097186,-0.010546,-0.0039721,3.1107e-05,0.0,0.0,0.0,0.0
1828000.0,0.052322,0.12597,-0.011654,-0.011987,-0.0045891,2.9202e-05,0.0,0.0,0.0,0.0
1830000.0,0.048845,0.24111,-0.010201,-0.01033,-0.003985,2.2942e-05,0.0,0.0,0.0,0.0
1831000.0,0.040606,0.30222,-0.0076264,-0.0078316,-0.0030186,1.81e-05,0.0,0.0,0.0,0.0
1832000.0,0.028552,0.35297,-0.0040969,-0.0044835,-0.0017099,1.2795e-05,0.0,0.0,0.0,0.0
1833000.0,0.014585,0.38611,-0.00022091,-0.00084066,-0.00027762,0.0,0.0,0.0,0.0,0.0
1834000.0,0.00084468,0.40028,0.0033895,0.0025445,0.0010585,0.0,0.0,0.0,0.0,0.0
1835000.0,-0.011201,0.39899,0.0063608,0.0053391,0.0021649,0.0,0.0,0.0,0.0,0.0
1836000.0,-0.020985,0.38755,0.0085904,0.0074563,0.0030052,0.0,0.0,0.0,0.0,0.0
1837000.0,-0.028578,0.37068,0.010147,0.008963,0.0036045,0.0,0.0,0.0,0.0,0.0
1838000.0,-0.034336,0.35168,0.011166,0.0099836,0.0040113,0.0,0.0,0.0,0.0,0.0
1839000.0,-0.038669,0.33255,0.011781,0.010643,0.0042744,0.0,0.0,0.0,0.0,0.0
1840000.0,-0.041944,0.31433,0.012107,0.011043,0.0044346,0.0,0.0,0.0,0.0,0.0
1842000.0,-0.046398,0.28217,0.012209,0.011356,0.0045606,0.0,0.0,0.0,0.0,0.0
1844000.0,-0.049215,0.25593,0.011904,0.011314,0.004545,0.0,0.0,0.0,0.0,0.0
1846000.0,-0.051187,0.23472,0.011406,0.011108,0.0044644,0.0,0.0,0.0,0.0,0.0
1848000.0,-0.052714,0.21746,0.010817,0.010832,0.004356,0.0,0.0,0.0,0.0,0.0
1850000.0,-0.053998,0.20325,0.010187,0.010528,0.0042376,0.0,0.0,0.0,0.0,0.0
1852000.0,-0.055133,0.19136,0.0095387,0.010218,0.0041179,0.0,0.0,0.0,0.0,0.0
1854000.0,-0.056158,0.18127,0.008883,0.0099095,0.0040006,0.0,0.0,0.0,0.0,0.0
1856000.0,-0.057076,0.17257,0.0082233,0.0096072,0.0038874,0.0,0.0,0.0,0.0,0.0
1858000.0,-0.05787,0.16496,0.0075599,0.0093111,0.0037788,0.0,0.0,0.0,0.0,0.0
1860000.0,-0.058501,0.1582,0.0068919,0.0090203,0.0036744,0.0,0.0,0.0,0.0,0.0
1865000.0,-0.058978,0.14396,0.005188,0.0083045,0.0034286,0.0,0.0,0.0,0.0,0.0
1870000.0,-0.056682,0.13199,0.0034134,0.0075778,0.0031949,0.0,0.0,0.0,0.0,0.0
1875000.0,-0.049125,0.12099,0.0015636,0.0068088,0.00296,0.0,0.0,0.0,0.0,0.0
1880000.0,-0.031998,0.10996,-0.00029738,0.0059797,0.0027093,0.0,0.0,0.0,0.0,0.0
1885000.0,0.001666,0.098188,-0.0019485,0.0051125,0.0024285,0.0,0.0,0.0,0.0,0.0
1890000.0,0.061143,0.085518,-0.0028688,0.0043258,0.0021118,0.0,0.0,0.0,0.0,0.0
1895000.0,0.15248,0.073232,-0.0021677,0.0039063,0.0017826,0.0,0.0,0.0,0.0,0.0
1900000.0,0.26408,0.064723,0.00094431,0.0042472,0.0015162,0.0,0.0,0.0,0.0,0.0
1905000.0,0.35923,0.063483,0.0059696,0.0054575,0.0014038,0.0,0.0,0.0,0.0,0.0
1910000.0,0.40491,0.06896,0.010982,0.0070728,0.0014538,0.0,0.0,0.0,0.0,0.0
1915000.0,0.40277,0.077088,0.014466,0.0085018,0.0015842,0.0,0.0,0.0,0.0,0.0
1920000.0,0.37469,0.08457,0.016268,0.0095062,0.0017169,0.0,0.0,0.0,0.0,0.0
1925000.0,0.33877,0.090275,0.016895,0.010131,0.0018191,0.0,0.0,0.0,0.0,0.0
1930000.0,0.30389,0.094277,0.01685,0.010493,0.0018872,0.0,0.0,0.0,0.0,0.0
1935000.0,0.27311,0.096977,0.01646,0.010693,0.0019275,-1.0662e-05,0.0,0.0,0.0,0.0
1940000.0,0.24692,0.098758,0.015909,0.010796,0.0019474,-1.1479e-05,0.0,0.0,0.0,0.0
1950000.0,0.20632,0.10063,0.01466,0.010855,0.0019483,-1.2919e-05,0.0,0.0,0.0,0.0
1960000.0,0.17727,0.1013,0.013435,0.010833,0.0019205,-1.4179e-05,0.0,0.0,0.0,0.0
1970000.0,0.15585,0.1014,0.012306,0.010789,0.0018789,-1.5316e-05,0.0,0.0,0.0,0.0
1980000.0,0.13954,0.10126,0.011277,0.010744,0.001831,-1.6364e-05,0.0,0.0,0.0,0.0
1990000.0,0.12677,0.10103,0.010335,0.010706,0.0017805,-1.7345e-05,0.0,0.0,0.0,0.0
2000000.0,0.1165,0.10078,0.0094679,0.010678,0.0017295,-1.8273e-05,0.0,0.0,0.0,0.0
2050000.0,0.08547,0.10051,0.0058556,0.010678,0.0014891,-2.2409e-05,0.0,0.0,0.0,0.0
2100000.0,0.06961,0.10304,0.0029012,0.010875,0.0012848,-2.6162e-05,0.0,0.0,0.0,0.0
2150000.0,0.059774,0.11009,0.00021901,0.011293,0.0011153,-3.0047e-05,0.0,0.0,0.0,0.0
2200000.0,0.05289,0.12548,-0.0024946,0.012155,0.0009857,-3.5e-05,0.0,0.0,0.0,0.0
2220000.0,0.050627,0.13591,-0.0037187,0.012783,0.00095135,-3.7823e-05,0.0,0.0,0.0,0.0
2240000.0,0.04857,0.15058,-0.0051664,0.013758,0.00093488,-4.1749e-05,0.0,0.0,0.0,0.0
2260000.0,0.046744,0.17193,-0.007092,0.015407,0.00094965,-4.7854e-05,0.0,0.0,0.0,0.0
2280000.0,0.045385,0.2045,-0.010132,0.018516,0.001027,-5.8758e-05,0.0,0.0,0.0,0.0
2300000.0,0.045608,0.25692,-0.016186,0.025354,0.0012522,-8.2025e-05,0.0,0.0,0.0,0.0
2305000.0,0.046331,0.27464,-0.018741,0.028311,0.0013555,-9.1996e-05,0.0,0.0,0.0,0.0
2310000.0,0.047605,0.29457,-0.022047,0.032145,0.0014907,-0.0001049,0.0,0.0,0.0,0.0
2315000.0,0.049717,0.31657,-0.026404,0.037189,0.0016688,-0.00012185,0.0,0.0,0.0,0.0
2320000.0,0.053121,0.33996,-0.032242,0.043913,0.0019047,-0.00014443,0.0,0.0,0.0,0.0
